#
#
#   Plasma Parameters
#    electron and ion temp [keV]:   0.3000D+01   0.3000D+01
#    number density nb   [cm^-3]:   0.1000D+26   0.5000D+25  0.5000D+25
#    mass array mb         [amu]:   0.5486D-03   0.2015D+01  0.3022D+01
#    mass array mb         [keV]:   0.5110D+03   0.1877D+07  0.2815D+07
#    charge array zb            :  -0.1000D+01   0.1000D+01  0.1000D+01
#
#
#   Projectile Parameters
#    charge      :   0.2000D+01
#    mass   [amu]:   0.4029D+01
#    mass   [keV]:   0.3753D+07
#    energy [keV]:   0.3540D+04
#  ne[cm^-3]    Te[keV]    Ti[keV]        ge       gi          etae         ze/2**1.5
#  0.1000D+26  0.3000D+01  0.3000D+01  0.3728D-02  0.2636D-02  0.9524D-01  0.3563D-02
# ab  =  0.1607D+00  0.5900D+03  0.8850D+03
# etab=  0.3359D+00  0.3359D+00  0.3359D+00
#    j    E_p [keV]       dedx_tot [MeV/mu-m]   dedx_i                dedx_e
    22   0.25960000E+03   0.7610007991576E-01   0.2865011069177E-01   0.4744996922398E-01
    23   0.27140000E+03   0.7607754431080E-01   0.2754326216077E-01   0.4853428215003E-01
    24   0.28320000E+03   0.7611628439917E-01   0.2652229814804E-01   0.4959398625112E-01
    25   0.29500000E+03   0.7620805980752E-01   0.2557743273949E-01   0.5063062706803E-01
    26   0.30680000E+03   0.7634592178127E-01   0.2470032591766E-01   0.5164559586361E-01
    27   0.31860000E+03   0.7652396929270E-01   0.2388382213315E-01   0.5264014715955E-01
    28   0.33040000E+03   0.7673716579271E-01   0.2312174731645E-01   0.5361541847626E-01
    29   0.34220000E+03   0.7698119159851E-01   0.2240874610507E-01   0.5457244549343E-01
    30   0.35400000E+03   0.7725232053251E-01   0.2174014805035E-01   0.5551217248216E-01
    31   0.36580000E+03   0.7754732818915E-01   0.2111186302466E-01   0.5643546516448E-01
    32   0.37760000E+03   0.7786341064557E-01   0.2052029153015E-01   0.5734311911541E-01
    33   0.38940000E+03   0.7819812051311E-01   0.1996225516575E-01   0.5823586534736E-01
    34   0.40120000E+03   0.7854931539544E-01   0.1943493491250E-01   0.5911438048294E-01
    35   0.41300000E+03   0.7891511234351E-01   0.1893582033879E-01   0.5997929200471E-01
    36   0.42480000E+03   0.7929385241755E-01   0.1846267227958E-01   0.6083118013797E-01
    37   0.43660000E+03   0.7968406741453E-01   0.1801348169999E-01   0.6167058571454E-01
    38   0.44840000E+03   0.8008445761582E-01   0.1758644593662E-01   0.6249801167920E-01
    39   0.46020000E+03   0.8049386911505E-01   0.1717993861191E-01   0.6331393050314E-01
    40   0.47200000E+03   0.8091127136080E-01   0.1679249098879E-01   0.6411878037201E-01
    41   0.48380000E+03   0.8133574969907E-01   0.1642277253784E-01   0.6491297716124E-01
    42   0.49560000E+03   0.8176647809683E-01   0.1606957414696E-01   0.6569690394986E-01
    43   0.50740000E+03   0.8220272135249E-01   0.1573179555621E-01   0.6647092579628E-01
    44   0.51920000E+03   0.8264381843832E-01   0.1540843264371E-01   0.6723538579460E-01
    45   0.53100000E+03   0.8308917665459E-01   0.1509856808555E-01   0.6799060856904E-01
    46   0.54280000E+03   0.8353825897640E-01   0.1480136029432E-01   0.6873689868208E-01
    47   0.55460000E+03   0.8399058178561E-01   0.1451603792873E-01   0.6947454385688E-01
    48   0.56640000E+03   0.8444570949023E-01   0.1424189112621E-01   0.7020381836401E-01
    49   0.57820000E+03   0.8490321491990E-01   0.1397826609151E-01   0.7092494882839E-01
    50   0.59000000E+03   0.8536280377089E-01   0.1372455928489E-01   0.7163824448599E-01
    51   0.60180000E+03   0.8582411961369E-01   0.1348021299814E-01   0.7234390661555E-01
    52   0.61360000E+03   0.8628686774898E-01   0.1324471059093E-01   0.7304215715804E-01
    53   0.62540000E+03   0.8675078172452E-01   0.1301757360524E-01   0.7373320811928E-01
    54   0.63720000E+03   0.8721561817399E-01   0.1279835735823E-01   0.7441726081576E-01
    55   0.64900000E+03   0.8768115533992E-01   0.1258664929618E-01   0.7509450604374E-01
    56   0.66080000E+03   0.8814719116488E-01   0.1238206384322E-01   0.7576512732166E-01
    57   0.67260000E+03   0.8861354305135E-01   0.1218424216804E-01   0.7642930088331E-01
    58   0.68440000E+03   0.8908004269916E-01   0.1199285005599E-01   0.7708719264317E-01
    59   0.69620000E+03   0.8954653747587E-01   0.1180757439094E-01   0.7773896308493E-01
    60   0.70800000E+03   0.9001288769527E-01   0.1162812234057E-01   0.7838476535470E-01
    61   0.71980000E+03   0.9047896670553E-01   0.1145422001360E-01   0.7902474669193E-01
    62   0.73160000E+03   0.9094465840059E-01   0.1128560998880E-01   0.7965904841179E-01
    63   0.74340000E+03   0.9140985561624E-01   0.1112205039857E-01   0.8028780521767E-01
    64   0.75520000E+03   0.9187446235063E-01   0.1096331542381E-01   0.8091114692682E-01
    65   0.76700000E+03   0.9233838977141E-01   0.1080919166278E-01   0.8152919810864E-01
    66   0.77880000E+03   0.9280155659770E-01   0.1065947759011E-01   0.8214207900759E-01
    67   0.79060000E+03   0.9326389062532E-01   0.1051398464215E-01   0.8274990598317E-01
    68   0.80240000E+03   0.9372532309735E-01   0.1037253475433E-01   0.8335278834302E-01
    69   0.81420000E+03   0.9418579307563E-01   0.1023495839618E-01   0.8395083467945E-01
    70   0.82600000E+03   0.9464524469999E-01   0.1010109672419E-01   0.8454414797580E-01
    71   0.83780000E+03   0.9510362657881E-01   0.9970799702916E-02   0.8513282687590E-01
    72   0.84960000E+03   0.9556089338192E-01   0.9843925086311E-02   0.8571696829561E-01
    73   0.86140000E+03   0.9601700166488E-01   0.9720337165399E-02   0.8629666449948E-01
    74   0.87320000E+03   0.9647191388397E-01   0.9599909017322E-02   0.8687200486665E-01
    75   0.88500000E+03   0.9692559622408E-01   0.9482519079437E-02   0.8744307714465E-01
    76   0.89680000E+03   0.9737801543579E-01   0.9368052034401E-02   0.8800996340139E-01
    77   0.90860000E+03   0.9782914425453E-01   0.9256399205452E-02   0.8857274504908E-01
    78   0.92040000E+03   0.9827895722033E-01   0.9147456354733E-02   0.8913150086559E-01
    79   0.93220000E+03   0.9872743075646E-01   0.9041124467804E-02   0.8968630628865E-01
    80   0.94400000E+03   0.9917454421206E-01   0.8937310225459E-02   0.9023723398660E-01
    81   0.95580000E+03   0.9962027981405E-01   0.8835923608454E-02   0.9078435620560E-01
    82   0.96760000E+03   0.1000646211972E+00   0.8736880052776E-02   0.9132774114447E-01
    83   0.97940000E+03   0.1005075537282E+00   0.8640097385159E-02   0.9186745634307E-01
    84   0.99120000E+03   0.1009490646011E+00   0.8545498720100E-02   0.9240356588101E-01
    85   0.10030000E+04   0.1013891424814E+00   0.8453009638935E-02   0.9293613284246E-01
    86   0.10148000E+04   0.1018277779736E+00   0.8362559658231E-02   0.9346521831539E-01
    87   0.10266000E+04   0.1022649635450E+00   0.8274081637757E-02   0.9399088190724E-01
    88   0.10384000E+04   0.1027006910007E+00   0.8187510250241E-02   0.9451318075050E-01
    89   0.10502000E+04   0.1031349554976E+00   0.8102784048904E-02   0.9503217144868E-01
    90   0.10620000E+04   0.1035677513142E+00   0.8019844177887E-02   0.9554790713634E-01
    91   0.10738000E+04   0.1039990762085E+00   0.7938633886350E-02   0.9606044232212E-01
    92   0.10856000E+04   0.1044289261455E+00   0.7859098634057E-02   0.9656982751143E-01
    93   0.10974000E+04   0.1048572998185E+00   0.7781187334310E-02   0.9707611248418E-01
    94   0.11092000E+04   0.1052841960297E+00   0.7704849197329E-02   0.9757934683234E-01
    95   0.11210000E+04   0.1057096147929E+00   0.7630037373341E-02   0.9807957741957E-01
    96   0.11328000E+04   0.1061335561952E+00   0.7556705211160E-02   0.9857685098407E-01
    97   0.11446000E+04   0.1065560209959E+00   0.7484809358945E-02   0.9907121163699E-01
    98   0.11564000E+04   0.1069770111475E+00   0.7414307265461E-02   0.9956270388205E-01
    99   0.11682000E+04   0.1073965283863E+00   0.7345158110167E-02   0.1000513702761E+00
   100   0.11800000E+04   0.1078145755844E+00   0.7277322945482E-02   0.1005372526389E+00
   101   0.11918000E+04   0.1082311560780E+00   0.7210764836672E-02   0.1010203912413E+00
   102   0.12036000E+04   0.1086462729555E+00   0.7145446854623E-02   0.1015008261009E+00
   103   0.12154000E+04   0.1090599301628E+00   0.7081334572825E-02   0.1019785955899E+00
   104   0.12272000E+04   0.1094721321251E+00   0.7018394294438E-02   0.1024537378307E+00
   105   0.12390000E+04   0.1098828837846E+00   0.6956594486789E-02   0.1029262892978E+00
   106   0.12508000E+04   0.1102921894728E+00   0.6895903448587E-02   0.1033962860242E+00
   107   0.12626000E+04   0.1107000545024E+00   0.6836291303348E-02   0.1038637631990E+00
   108   0.12744000E+04   0.1111064845261E+00   0.6777729302648E-02   0.1043287552235E+00
   109   0.12862000E+04   0.1115114854207E+00   0.6720189875114E-02   0.1047912955456E+00
   110   0.12980000E+04   0.1119150624970E+00   0.6663645740063E-02   0.1052514167569E+00
   111   0.13098000E+04   0.1123172220478E+00   0.6608071437436E-02   0.1057091506104E+00
   112   0.13216000E+04   0.1127179710560E+00   0.6553441637424E-02   0.1061645294185E+00
   113   0.13334000E+04   0.1131172858093E+00   0.6499732079781E-02   0.1066175537295E+00
   114   0.13452000E+04   0.1135152324336E+00   0.6446920027668E-02   0.1070683124059E+00
   115   0.13570000E+04   0.1139117867229E+00   0.6394982355717E-02   0.1075168043672E+00
   116   0.13688000E+04   0.1143069575522E+00   0.6343897560259E-02   0.1079630599919E+00
   117   0.13806000E+04   0.1147007510130E+00   0.6293644545163E-02   0.1084071064678E+00
   118   0.13924000E+04   0.1150931733220E+00   0.6244202476706E-02   0.1088489708453E+00
   119   0.14042000E+04   0.1154842329403E+00   0.6195552656778E-02   0.1092886802836E+00
   120   0.14160000E+04   0.1158739368444E+00   0.6147675280042E-02   0.1097262615644E+00
   121   0.14278000E+04   0.1162622924861E+00   0.6100551861556E-02   0.1101617406245E+00
   122   0.14396000E+04   0.1166493061876E+00   0.6054164601959E-02   0.1105951415856E+00
   123   0.14514000E+04   0.1170349862265E+00   0.6008496623814E-02   0.1110264896027E+00
   124   0.14632000E+04   0.1174193404774E+00   0.5963530526069E-02   0.1114558099513E+00
   125   0.14750000E+04   0.1178023758500E+00   0.5919250603505E-02   0.1118831252465E+00
   126   0.14868000E+04   0.1181840998439E+00   0.5875640761249E-02   0.1123084590827E+00
   127   0.14986000E+04   0.1185645199977E+00   0.5832685891977E-02   0.1127318341057E+00
   128   0.15104000E+04   0.1189436446491E+00   0.5790371280434E-02   0.1131532733687E+00
   129   0.15222000E+04   0.1193214801231E+00   0.5748682092894E-02   0.1135727980302E+00
   130   0.15340000E+04   0.1196980352421E+00   0.5707605317484E-02   0.1139904299246E+00
   131   0.15458000E+04   0.1200733169874E+00   0.5667126512915E-02   0.1144061904745E+00
   132   0.15576000E+04   0.1204473324894E+00   0.5627232869693E-02   0.1148200996197E+00
   133   0.15694000E+04   0.1208200903395E+00   0.5587911685087E-02   0.1152321786544E+00
   134   0.15812000E+04   0.1211915977813E+00   0.5549151023812E-02   0.1156424467575E+00
   135   0.15930000E+04   0.1215618624215E+00   0.5510938286421E-02   0.1160509241351E+00
   136   0.16048000E+04   0.1219308914520E+00   0.5473261778641E-02   0.1164576296734E+00
   137   0.16166000E+04   0.1222986928017E+00   0.5436110524492E-02   0.1168625822772E+00
   138   0.16284000E+04   0.1226652738910E+00   0.5399473404622E-02   0.1172658004864E+00
   139   0.16402000E+04   0.1230306418851E+00   0.5363339645162E-02   0.1176673022400E+00
   140   0.16520000E+04   0.1233948047662E+00   0.5327698802090E-02   0.1180671059641E+00
   141   0.16638000E+04   0.1237577701877E+00   0.5292541034343E-02   0.1184652291534E+00
   142   0.16756000E+04   0.1241195447559E+00   0.5257856076415E-02   0.1188616886795E+00
   143   0.16874000E+04   0.1244801363230E+00   0.5223634622960E-02   0.1192565017001E+00
   144   0.16992000E+04   0.1248395526291E+00   0.5189867434535E-02   0.1196496851945E+00
   145   0.17110000E+04   0.1251977997285E+00   0.5156545085436E-02   0.1200412546431E+00
   146   0.17228000E+04   0.1255548862769E+00   0.5123659052745E-02   0.1204312272242E+00
   147   0.17346000E+04   0.1259108187766E+00   0.5091200675356E-02   0.1208196181012E+00
   148   0.17464000E+04   0.1262656046946E+00   0.5059161470650E-02   0.1212064432240E+00
   149   0.17582000E+04   0.1266192508430E+00   0.5027533322301E-02   0.1215917175207E+00
   150   0.17700000E+04   0.1269717647598E+00   0.4996308220116E-02   0.1219754565396E+00
   151   0.17818000E+04   0.1273231536149E+00   0.4965478664063E-02   0.1223576749509E+00
   152   0.17936000E+04   0.1276734239206E+00   0.4935037046578E-02   0.1227383868740E+00
   153   0.18054000E+04   0.1280225827203E+00   0.4904975988183E-02   0.1231176067321E+00
   154   0.18172000E+04   0.1283706372838E+00   0.4875288171683E-02   0.1234953491121E+00
   155   0.18290000E+04   0.1287175938914E+00   0.4845966601782E-02   0.1238716272896E+00
   156   0.18408000E+04   0.1290634602728E+00   0.4817004870672E-02   0.1242464554021E+00
   157   0.18526000E+04   0.1294082431449E+00   0.4788396004801E-02   0.1246198471401E+00
   158   0.18644000E+04   0.1297519487685E+00   0.4760133806513E-02   0.1249918149619E+00
   159   0.18762000E+04   0.1300945833581E+00   0.4732211434523E-02   0.1253623719235E+00
   160   0.18880000E+04   0.1304361545021E+00   0.4704622995973E-02   0.1257315315061E+00
   161   0.18998000E+04   0.1307766685168E+00   0.4677362648050E-02   0.1260993058688E+00
   162   0.19116000E+04   0.1311161322300E+00   0.4650424402933E-02   0.1264657078270E+00
   163   0.19234000E+04   0.1314545173714E+00   0.4623802547555E-02   0.1268307148238E+00
   164   0.19352000E+04   0.1317918990786E+00   0.4597491619302E-02   0.1271944074593E+00
   165   0.19470000E+04   0.1321282497822E+00   0.4571485675318E-02   0.1275567641069E+00
   166   0.19588000E+04   0.1324635752908E+00   0.4545779900698E-02   0.1279177953901E+00
   167   0.19706000E+04   0.1327978824429E+00   0.4520368805529E-02   0.1282775136374E+00
   168   0.19824000E+04   0.1331311772572E+00   0.4495247478970E-02   0.1286359297782E+00
   169   0.19942000E+04   0.1334634661737E+00   0.4470410856299E-02   0.1289930553174E+00
   170   0.20060000E+04   0.1337947547077E+00   0.4445853849184E-02   0.1293489008585E+00
   171   0.20178000E+04   0.1341250503436E+00   0.4421572283121E-02   0.1297034780605E+00
   172   0.20296000E+04   0.1344543574287E+00   0.4397560850227E-02   0.1300567965785E+00
   173   0.20414000E+04   0.1347826832938E+00   0.4373815534526E-02   0.1304088677593E+00
   174   0.20532000E+04   0.1351100332825E+00   0.4350331429903E-02   0.1307597018526E+00
   175   0.20650000E+04   0.1354364138757E+00   0.4327104811512E-02   0.1311093090642E+00
   176   0.20768000E+04   0.1357618298954E+00   0.4304130851089E-02   0.1314576990443E+00
   177   0.20886000E+04   0.1360862881748E+00   0.4281405626195E-02   0.1318048825486E+00
   178   0.21004000E+04   0.1364097943976E+00   0.4258925279562E-02   0.1321508691181E+00
   179   0.21122000E+04   0.1367323534745E+00   0.4236685415683E-02   0.1324956680589E+00
   180   0.21240000E+04   0.1370539723084E+00   0.4214682735513E-02   0.1328392895728E+00
   181   0.21358000E+04   0.1373746555237E+00   0.4192912886858E-02   0.1331817426368E+00
   182   0.21476000E+04   0.1376944092407E+00   0.4171372423192E-02   0.1335230368175E+00
   183   0.21594000E+04   0.1380132389336E+00   0.4150057517140E-02   0.1338631814165E+00
   184   0.21712000E+04   0.1383311497215E+00   0.4128964921705E-02   0.1342021847998E+00
   185   0.21830000E+04   0.1386481477774E+00   0.4108090990385E-02   0.1345400567870E+00
   186   0.21948000E+04   0.1389642374353E+00   0.4087432144700E-02   0.1348768052906E+00
   187   0.22066000E+04   0.1391098280240E+00   0.4066985084525E-02   0.1350428429394E+00
   188   0.22184000E+04   0.1394218791699E+00   0.4046746980366E-02   0.1353751321895E+00
   189   0.22302000E+04   0.1397330205579E+00   0.4026713955638E-02   0.1357063066023E+00
   190   0.22420000E+04   0.1400432579876E+00   0.4006883198832E-02   0.1360363747888E+00
   191   0.22538000E+04   0.1403525963204E+00   0.3987251787162E-02   0.1363653445333E+00
   192   0.22656000E+04   0.1406610407377E+00   0.3967816671598E-02   0.1366932240661E+00
   193   0.22774000E+04   0.1409685964017E+00   0.3948574490040E-02   0.1370200219116E+00
   194   0.22892000E+04   0.1412752678449E+00   0.3929522699461E-02   0.1373457451454E+00
   195   0.23010000E+04   0.1415810604619E+00   0.3910658470914E-02   0.1376704019910E+00
   196   0.23128000E+04   0.1418859795531E+00   0.3891978985305E-02   0.1379940005678E+00
   197   0.23246000E+04   0.1421900290755E+00   0.3873481412408E-02   0.1383165476631E+00
   198   0.23364000E+04   0.1424932146032E+00   0.3855163298211E-02   0.1386380513050E+00
   199   0.23482000E+04   0.1427955407546E+00   0.3837021725214E-02   0.1389585190293E+00
   200   0.23600000E+04   0.1430970121244E+00   0.3819054380665E-02   0.1392779577437E+00
   201   0.23718000E+04   0.1433976335822E+00   0.3801258614451E-02   0.1395963749678E+00
   202   0.23836000E+04   0.1436974096264E+00   0.3783631757877E-02   0.1399137778685E+00
   203   0.23954000E+04   0.1439963454997E+00   0.3766171905991E-02   0.1402301735937E+00
   204   0.24072000E+04   0.1442944450435E+00   0.3748876242785E-02   0.1405455688007E+00
   205   0.24190000E+04   0.1445917130628E+00   0.3731742594228E-02   0.1408599704686E+00
   206   0.24308000E+04   0.1448881542438E+00   0.3714768817372E-02   0.1411733854265E+00
   207   0.24426000E+04   0.1451837732161E+00   0.3697952535984E-02   0.1414858206801E+00
   208   0.24544000E+04   0.1454785741814E+00   0.3681291476398E-02   0.1417972827050E+00
   209   0.24662000E+04   0.1457725615167E+00   0.3664783503619E-02   0.1421077780131E+00
   210   0.24780000E+04   0.1460657394051E+00   0.3648426477867E-02   0.1424173129272E+00
   211   0.24898000E+04   0.1463581126042E+00   0.3632218464772E-02   0.1427258941394E+00
   212   0.25016000E+04   0.1466496854748E+00   0.3616157305432E-02   0.1430335281694E+00
   213   0.25134000E+04   0.1469404617393E+00   0.3600240846301E-02   0.1433402208930E+00
   214   0.25252000E+04   0.1472304464049E+00   0.3584467574573E-02   0.1436459788303E+00
   215   0.25370000E+04   0.1475196431791E+00   0.3568835133046E-02   0.1439508080460E+00
   216   0.25488000E+04   0.1478080560431E+00   0.3553341882796E-02   0.1442547141603E+00
   217   0.25606000E+04   0.1480956893093E+00   0.3537985686348E-02   0.1445577036230E+00
   218   0.25724000E+04   0.1483825470177E+00   0.3522764866019E-02   0.1448597821517E+00
   219   0.25842000E+04   0.1486686337869E+00   0.3507677779981E-02   0.1451609560069E+00
   220   0.25960000E+04   0.1489539526084E+00   0.3492722246813E-02   0.1454612303616E+00
   221   0.26078000E+04   0.1492385083295E+00   0.3477897000747E-02   0.1457606113288E+00
   222   0.26196000E+04   0.1495223046567E+00   0.3463200007183E-02   0.1460591046495E+00
   223   0.26314000E+04   0.1498053455459E+00   0.3448629775447E-02   0.1463567157704E+00
   224   0.26432000E+04   0.1500876348680E+00   0.3434184545529E-02   0.1466534503225E+00
   225   0.26550000E+04   0.1503691761917E+00   0.3419862838239E-02   0.1469493133535E+00
   226   0.26668000E+04   0.1506499738965E+00   0.3405662936365E-02   0.1472443109602E+00
   227   0.26786000E+04   0.1509300311433E+00   0.3391583162345E-02   0.1475384479810E+00
   228   0.26904000E+04   0.1512093522617E+00   0.3377622329285E-02   0.1478317299324E+00
   229   0.27022000E+04   0.1514879406324E+00   0.3363778632039E-02   0.1481241620004E+00
   230   0.27140000E+04   0.1517658001242E+00   0.3350050763752E-02   0.1484157493605E+00
   231   0.27258000E+04   0.1520429346678E+00   0.3336437114465E-02   0.1487064975533E+00
   232   0.27376000E+04   0.1523193471855E+00   0.3322936342052E-02   0.1489964108435E+00
   233   0.27494000E+04   0.1525950420307E+00   0.3309547019569E-02   0.1492854950112E+00
   234   0.27612000E+04   0.1528700223423E+00   0.3296267911897E-02   0.1495737544304E+00
   235   0.27730000E+04   0.1531442918828E+00   0.3283097110441E-02   0.1498611947723E+00
   236   0.27848000E+04   0.1534178540183E+00   0.3270034160914E-02   0.1501478198574E+00
   237   0.27966000E+04   0.1536907126979E+00   0.3257076993318E-02   0.1504336357046E+00
   238   0.28084000E+04   0.1539628705974E+00   0.3244224470065E-02   0.1507186461273E+00
   239   0.28202000E+04   0.1542343321442E+00   0.3231475672621E-02   0.1510028564715E+00
   240   0.28320000E+04   0.1545050998990E+00   0.3218828799481E-02   0.1512862710995E+00
   241   0.28438000E+04   0.1547751776236E+00   0.3206283032034E-02   0.1515688945915E+00
   242   0.28556000E+04   0.1550445687173E+00   0.3193837103097E-02   0.1518507316142E+00
   243   0.28674000E+04   0.1553132761334E+00   0.3181489580206E-02   0.1521317865532E+00
   244   0.28792000E+04   0.1555813039238E+00   0.3169239733116E-02   0.1524120641907E+00
   245   0.28910000E+04   0.1558486546457E+00   0.3157085824480E-02   0.1526915688212E+00
   246   0.29028000E+04   0.1561153321060E+00   0.3145027176660E-02   0.1529703049293E+00
   247   0.29146000E+04   0.1563813390328E+00   0.3133062427789E-02   0.1532482766050E+00
   248   0.29264000E+04   0.1566466787694E+00   0.3121190405644E-02   0.1535254883637E+00
   249   0.29382000E+04   0.1569113549546E+00   0.3109410319561E-02   0.1538019446351E+00
   250   0.29500000E+04   0.1571753703466E+00   0.3097721005042E-02   0.1540776493416E+00
   251   0.29618000E+04   0.1574387281121E+00   0.3086121274640E-02   0.1543526068374E+00
   252   0.29736000E+04   0.1577014314533E+00   0.3074610182891E-02   0.1546268212704E+00
   253   0.29854000E+04   0.1579634833356E+00   0.3063186691639E-02   0.1549002966440E+00
   254   0.29972000E+04   0.1582248865426E+00   0.3051849563450E-02   0.1551730369792E+00
   255   0.30090000E+04   0.1584856447930E+00   0.3040598405640E-02   0.1554450463874E+00
   256   0.30208000E+04   0.1587457606123E+00   0.3029431754325E-02   0.1557163288579E+00
   257   0.30326000E+04   0.1590052372000E+00   0.3018348775195E-02   0.1559868884248E+00
   258   0.30444000E+04   0.1592640774531E+00   0.3007348497812E-02   0.1562567289552E+00
   259   0.30562000E+04   0.1595222843352E+00   0.2996429966254E-02   0.1565258543689E+00
   260   0.30680000E+04   0.1597798607249E+00   0.2985592435522E-02   0.1567942682894E+00
   261   0.30798000E+04   0.1600368091810E+00   0.2974834704827E-02   0.1570619744762E+00
   262   0.30916000E+04   0.1602931331771E+00   0.2964156281207E-02   0.1573289768959E+00
   263   0.31034000E+04   0.1605488353457E+00   0.2953555892780E-02   0.1575952794529E+00
   264   0.31152000E+04   0.1608039185038E+00   0.2943033004054E-02   0.1578608854997E+00
   265   0.31270000E+04   0.1610583853346E+00   0.2932586421448E-02   0.1581257989131E+00
   266   0.31388000E+04   0.1613122389075E+00   0.2922215598516E-02   0.1583900233090E+00
   267   0.31506000E+04   0.1615654819704E+00   0.2911919642824E-02   0.1586535623275E+00
   268   0.31624000E+04   0.1618181168286E+00   0.2901697764153E-02   0.1589164190644E+00
   269   0.31742000E+04   0.1620700787807E+00   0.2891548814610E-02   0.1591785299661E+00
   270   0.31860000E+04   0.1623215064345E+00   0.2881472601884E-02   0.1594400338327E+00
   271   0.31978000E+04   0.1625723339573E+00   0.2871467956622E-02   0.1597008660006E+00
   272   0.32096000E+04   0.1628225644390E+00   0.2861534094886E-02   0.1599610303441E+00
   273   0.32214000E+04   0.1630722003870E+00   0.2851670581954E-02   0.1602205298050E+00
   274   0.32332000E+04   0.1633212441780E+00   0.2841876083364E-02   0.1604793680946E+00
   275   0.32450000E+04   0.1635696993909E+00   0.2832150456766E-02   0.1607375489341E+00
   276   0.32568000E+04   0.1638175677557E+00   0.2822492744140E-02   0.1609950750115E+00
   277   0.32686000E+04   0.1640648518032E+00   0.2812902006635E-02   0.1612519497966E+00
   278   0.32804000E+04   0.1643115546186E+00   0.2803378113804E-02   0.1615081765048E+00
   279   0.32922000E+04   0.1645576782519E+00   0.2793919804212E-02   0.1617637584477E+00
   280   0.33040000E+04   0.1648032257365E+00   0.2784526703344E-02   0.1620186990331E+00
   281   0.33158000E+04   0.1650481991375E+00   0.2775197910277E-02   0.1622730012273E+00
   282   0.33276000E+04   0.1652926009690E+00   0.2765932998570E-02   0.1625266679704E+00
   283   0.33394000E+04   0.1655364340749E+00   0.2756731282122E-02   0.1627797027928E+00
   284   0.33512000E+04   0.1657797004625E+00   0.2747591882327E-02   0.1630321085801E+00
   285   0.33630000E+04   0.1660224024673E+00   0.2738514273613E-02   0.1632838881937E+00
   286   0.33748000E+04   0.1662645430752E+00   0.2729498059912E-02   0.1635350450153E+00
   287   0.33866000E+04   0.1665061238601E+00   0.2720542131428E-02   0.1637855817286E+00
   288   0.33984000E+04   0.1667471482059E+00   0.2711646297548E-02   0.1640355019084E+00
