#     p=   0.1000000000000E+01
#
#
#   Plasma Parameters
#    electron and ion temp [keV]:   0.3000D+01   0.3000D+01
#    number density nb   [cm^-3]:   0.1250D+26   0.4167D+25  0.4167D+25  0.1250D+26
#    mass array mb         [amu]:   0.5486D-03   0.2015D+01  0.3022D+01  0.1007D+01
#    mass array mb         [keV]:   0.5110D+03   0.1877D+07  0.2815D+07  0.9383D+06
#    charge array zb            :  -0.1000D+01   0.1000D+01  0.1000D+01  0.1000D+01
#
#
#   Projectile Parameters
#    charge      :   0.2000D+01
#    mass   [amu]:   0.4029D+01
#    mass   [keV]:   0.3753D+07
#    energy [keV]:   0.3540D+04
#  ne[cm^-3]    Te[keV]    Ti[keV]        ge       gi          etae         ze/2**1.5
#  0.1000D+26  0.3000D+01  0.3000D+01  0.4168D-02  0.3107D-02  0.9524D-01  0.4453D-02
# ab  =  0.1607E+00  0.5900E+03  0.8850E+03  0.2950E+03
# etab=  0.3359E+00  0.3359E+00  0.3359E+00  0.3359E+00
#    j    E_p [keV]       dedx_tot [MeV/mu-m]   dedx_i                dedx_e
    26   0.30680000E+03   0.1509078597299E+00   0.8797145006284E-01   0.6293640966711E-01
    27   0.31860000E+03   0.1492329761360E+00   0.8510193699499E-01   0.6413103914104E-01
    28   0.33040000E+03   0.1477243143003E+00   0.8242156822250E-01   0.6530274607784E-01
    29   0.34220000E+03   0.1463646895163E+00   0.7991193134678E-01   0.6645275816955E-01
    30   0.35400000E+03   0.1451391369260E+00   0.7755694672189E-01   0.6758219020414E-01
    31   0.36580000E+03   0.1440296744049E+00   0.7533761157504E-01   0.6869206282981E-01
    32   0.37760000E+03   0.1430348836683E+00   0.7325156605232E-01   0.6978331761598E-01
    33   0.38940000E+03   0.1421394602349E+00   0.7128263616859E-01   0.7085682406634E-01
    34   0.40120000E+03   0.1413344419685E+00   0.6942106231352E-01   0.7191337965497E-01
    35   0.41300000E+03   0.1406118777586E+00   0.6765815054776E-01   0.7295372721079E-01
    36   0.42480000E+03   0.1399646800832E+00   0.6598612677447E-01   0.7397855330872E-01
    37   0.43660000E+03   0.1393865240227E+00   0.6439802239040E-01   0.7498850163229E-01
    38   0.44840000E+03   0.1388717320975E+00   0.6288756808815E-01   0.7598416400933E-01
    39   0.46020000E+03   0.1384152109050E+00   0.6144911083348E-01   0.7696610007152E-01
    40   0.47200000E+03   0.1380123711501E+00   0.6007753662773E-01   0.7793483452240E-01
    41   0.48380000E+03   0.1376590633699E+00   0.5876821006625E-01   0.7889085330362E-01
    42   0.49560000E+03   0.1373515352095E+00   0.5751691749459E-01   0.7983461771486E-01
    43   0.50740000E+03   0.1370863781611E+00   0.5631982098930E-01   0.8076655717178E-01
    44   0.51920000E+03   0.1368604963899E+00   0.5517341748924E-01   0.8168707890063E-01
    45   0.53100000E+03   0.1366710683647E+00   0.5407450141675E-01   0.8259656694796E-01
    46   0.54280000E+03   0.1365155163401E+00   0.5302013356633E-01   0.8349538277377E-01
    47   0.55460000E+03   0.1363914882721E+00   0.5200761669391E-01   0.8438387157821E-01
    48   0.56640000E+03   0.1362968255071E+00   0.5103446662615E-01   0.8526235888098E-01
    49   0.57820000E+03   0.1362295049574E+00   0.5009839542138E-01   0.8613110953600E-01
    50   0.59000000E+03   0.1361877842992E+00   0.4919728940954E-01   0.8699049488967E-01
    51   0.60180000E+03   0.1361699492261E+00   0.4832919537516E-01   0.8784075385090E-01
    52   0.61360000E+03   0.1361744536070E+00   0.4749230323273E-01   0.8868215037427E-01
    53   0.62540000E+03   0.1361998698435E+00   0.4668493439664E-01   0.8951493544687E-01
    54   0.63720000E+03   0.1362448774206E+00   0.4590552926711E-01   0.9033934815353E-01
    55   0.64900000E+03   0.1363082537232E+00   0.4515263733215E-01   0.9115561639103E-01
    56   0.66080000E+03   0.1363888651130E+00   0.4442490798438E-01   0.9196395712863E-01
    57   0.67260000E+03   0.1364856637199E+00   0.4372108157199E-01   0.9276458214793E-01
    58   0.68440000E+03   0.1365976701958E+00   0.4303998075067E-01   0.9355768944518E-01
    59   0.69620000E+03   0.1367239746576E+00   0.4238050688397E-01   0.9434346777359E-01
    60   0.70800000E+03   0.1368637328745E+00   0.4174162963397E-01   0.9512210324049E-01
    61   0.71980000E+03   0.1370161526870E+00   0.4112238509853E-01   0.9589376758842E-01
    62   0.73160000E+03   0.1371804962958E+00   0.4052186850202E-01   0.9665862779376E-01
    63   0.74340000E+03   0.1373560802149E+00   0.3993923076251E-01   0.9741684945243E-01
    64   0.75520000E+03   0.1375422569904E+00   0.3937367316501E-01   0.9816858382544E-01
    65   0.76700000E+03   0.1377384237754E+00   0.3882444424876E-01   0.9891397952661E-01
    66   0.77880000E+03   0.1379440207781E+00   0.3829083745089E-01   0.9965318332719E-01
    67   0.79060000E+03   0.1381585142193E+00   0.3777218521690E-01   0.1003863290024E+00
    68   0.80240000E+03   0.1383814074777E+00   0.3726785862562E-01   0.1011135488521E+00
    69   0.81420000E+03   0.1386122398709E+00   0.3677726455953E-01   0.1018349753113E+00
    70   0.82600000E+03   0.1388505691957E+00   0.3629984121408E-01   0.1025507279816E+00
    71   0.83780000E+03   0.1390959815419E+00   0.3583505790471E-01   0.1032609236371E+00
    72   0.84960000E+03   0.1393480939246E+00   0.3538241168541E-01   0.1039656822392E+00
    73   0.86140000E+03   0.1396065380193E+00   0.3494142726080E-01   0.1046651107585E+00
    74   0.87320000E+03   0.1398709689615E+00   0.3451165298496E-01   0.1053593159766E+00
    75   0.88500000E+03   0.1401410635914E+00   0.3409266128594E-01   0.1060484023054E+00
    76   0.89680000E+03   0.1404165140175E+00   0.3368404575298E-01   0.1067324682645E+00
    77   0.90860000E+03   0.1406970342394E+00   0.3328542012631E-01   0.1074116141131E+00
    78   0.92040000E+03   0.1409823469173E+00   0.3289641748259E-01   0.1080859294347E+00
    79   0.93220000E+03   0.1412721948998E+00   0.3251668923305E-01   0.1087555056667E+00
    80   0.94400000E+03   0.1415663340452E+00   0.3214590300411E-01   0.1094204310411E+00
    81   0.95580000E+03   0.1418645333680E+00   0.3178374222048E-01   0.1100807911475E+00
    82   0.96760000E+03   0.1421665715969E+00   0.3142990541211E-01   0.1107366661848E+00
    83   0.97940000E+03   0.1424722434632E+00   0.3108410525848E-01   0.1113881382047E+00
    84   0.99120000E+03   0.1427813532710E+00   0.3074606697012E-01   0.1120352863009E+00
    85   0.10030000E+04   0.1430937100617E+00   0.3041552915115E-01   0.1126781809106E+00
    86   0.10148000E+04   0.1434091384417E+00   0.3009224145628E-01   0.1133168969855E+00
    87   0.10266000E+04   0.1437274720998E+00   0.2977596453892E-01   0.1139515075608E+00
    88   0.10384000E+04   0.1440485466262E+00   0.2946647033054E-01   0.1145820762956E+00
    89   0.10502000E+04   0.1443722168638E+00   0.2916354024090E-01   0.1152086766229E+00
    90   0.10620000E+04   0.1446983338097E+00   0.2886696427141E-01   0.1158313695383E+00
    91   0.10738000E+04   0.1450267649659E+00   0.2857654230568E-01   0.1164502226602E+00
    92   0.10856000E+04   0.1453573739063E+00   0.2829208301872E-01   0.1170652908876E+00
    93   0.10974000E+04   0.1456900378742E+00   0.2801340107376E-01   0.1176766368004E+00
    94   0.11092000E+04   0.1460246424654E+00   0.2774032118568E-01   0.1182843212798E+00
    95   0.11210000E+04   0.1463610718760E+00   0.2747267309876E-01   0.1188883987772E+00
    96   0.11328000E+04   0.1466992212729E+00   0.2721029513913E-01   0.1194889261338E+00
    97   0.11446000E+04   0.1470389845183E+00   0.2695303020953E-01   0.1200859543088E+00
    98   0.11564000E+04   0.1473802668103E+00   0.2670072937465E-01   0.1206795374356E+00
    99   0.11682000E+04   0.1477229759113E+00   0.2645324832264E-01   0.1212697275886E+00
   100   0.11800000E+04   0.1480670227381E+00   0.2621044833230E-01   0.1218565744058E+00
   101   0.11918000E+04   0.1484123208478E+00   0.2597219598352E-01   0.1224401248642E+00
   102   0.12036000E+04   0.1487587918115E+00   0.2573836368253E-01   0.1230204281289E+00
   103   0.12154000E+04   0.1491063567630E+00   0.2550882788189E-01   0.1235975288811E+00
   104   0.12272000E+04   0.1494549440939E+00   0.2528347006124E-01   0.1241714740327E+00
   105   0.12390000E+04   0.1498044826973E+00   0.2506217497644E-01   0.1247423077209E+00
   106   0.12508000E+04   0.1501549052003E+00   0.2484483313515E-01   0.1253100720651E+00
   107   0.12626000E+04   0.1505061464348E+00   0.2463133824501E-01   0.1258748081898E+00
   108   0.12744000E+04   0.1508581487386E+00   0.2442158775664E-01   0.1264365609820E+00
   109   0.12862000E+04   0.1512108488778E+00   0.2421548271005E-01   0.1269953661678E+00
   110   0.12980000E+04   0.1515641924138E+00   0.2401292785967E-01   0.1275512645541E+00
   111   0.13098000E+04   0.1519181267858E+00   0.2381383087496E-01   0.1281042959108E+00
   112   0.13216000E+04   0.1522725978216E+00   0.2361810346230E-01   0.1286544943593E+00
   113   0.13334000E+04   0.1526275243731E+00   0.2342565966511E-01   0.1292018647080E+00
   114   0.13452000E+04   0.1529829295132E+00   0.2323641612040E-01   0.1297465133928E+00
   115   0.13570000E+04   0.1533387314548E+00   0.2305029330013E-01   0.1302884381546E+00
   116   0.13688000E+04   0.1536948883850E+00   0.2286721352585E-01   0.1308276748591E+00
   117   0.13806000E+04   0.1540513582180E+00   0.2268710183937E-01   0.1313642563786E+00
   118   0.13924000E+04   0.1544081014141E+00   0.2250988614386E-01   0.1318982152703E+00
   119   0.14042000E+04   0.1547650793855E+00   0.2233549537627E-01   0.1324295840092E+00
   120   0.14160000E+04   0.1551222574389E+00   0.2216386287607E-01   0.1329583945628E+00
   121   0.14278000E+04   0.1554796005338E+00   0.2199492255864E-01   0.1334846779752E+00
   122   0.14396000E+04   0.1558370744416E+00   0.2182861089742E-01   0.1340084635442E+00
   123   0.14514000E+04   0.1561946498632E+00   0.2166486607423E-01   0.1345297837890E+00
   124   0.14632000E+04   0.1565522923378E+00   0.2150362864782E-01   0.1350486636899E+00
   125   0.14750000E+04   0.1569099756830E+00   0.2134484088397E-01   0.1355651347990E+00
   126   0.14868000E+04   0.1572676704848E+00   0.2118844673123E-01   0.1360792237536E+00
   127   0.14986000E+04   0.1576253477703E+00   0.2103439153355E-01   0.1365909562368E+00
   128   0.15104000E+04   0.1579829867976E+00   0.2088262311023E-01   0.1371003636874E+00
   129   0.15222000E+04   0.1583405585576E+00   0.2073309019580E-01   0.1376074683618E+00
   130   0.15340000E+04   0.1586980398808E+00   0.2058574260534E-01   0.1381122972754E+00
   131   0.15458000E+04   0.1590554102616E+00   0.2044053331753E-01   0.1386148769440E+00
   132   0.15576000E+04   0.1594126432546E+00   0.2029741503797E-01   0.1391152282166E+00
   133   0.15694000E+04   0.1597697243207E+00   0.2015634255123E-01   0.1396133817695E+00
   134   0.15812000E+04   0.1601266285892E+00   0.2001727134697E-01   0.1401093572423E+00
   135   0.15930000E+04   0.1604833376316E+00   0.1988015923449E-01   0.1406031783971E+00
   136   0.16048000E+04   0.1608398336181E+00   0.1974496472162E-01   0.1410948688964E+00
   137   0.16166000E+04   0.1611960991874E+00   0.1961164687154E-01   0.1415844523158E+00
   138   0.16284000E+04   0.1615521174949E+00   0.1948016688931E-01   0.1420719506056E+00
   139   0.16402000E+04   0.1619078707652E+00   0.1935048655885E-01   0.1425573842063E+00
   140   0.16520000E+04   0.1622633448389E+00   0.1922256861634E-01   0.1430407762226E+00
   141   0.16638000E+04   0.1626185235159E+00   0.1909637699935E-01   0.1435221465166E+00
   142   0.16756000E+04   0.1629733935050E+00   0.1897187687654E-01   0.1440015166285E+00
   143   0.16874000E+04   0.1633279397141E+00   0.1884903378279E-01   0.1444789059313E+00
   144   0.16992000E+04   0.1636821504717E+00   0.1872781459631E-01   0.1449543358754E+00
   145   0.17110000E+04   0.1640360115003E+00   0.1860818733215E-01   0.1454278241682E+00
   146   0.17228000E+04   0.1643895122147E+00   0.1849011996513E-01   0.1458993922495E+00
   147   0.17346000E+04   0.1647426394978E+00   0.1837358211275E-01   0.1463690573851E+00
   148   0.17464000E+04   0.1650953838810E+00   0.1825854412597E-01   0.1468368397551E+00
   149   0.17582000E+04   0.1654477341571E+00   0.1814497648005E-01   0.1473027576771E+00
   150   0.17700000E+04   0.1657996801088E+00   0.1803285129393E-01   0.1477668288149E+00
   151   0.17818000E+04   0.1661512108324E+00   0.1792214086216E-01   0.1482290699702E+00
   152   0.17936000E+04   0.1665023179617E+00   0.1781281801286E-01   0.1486894999488E+00
   153   0.18054000E+04   0.1668529918375E+00   0.1770485665277E-01   0.1491481351847E+00
   154   0.18172000E+04   0.1672032238628E+00   0.1759823165413E-01   0.1496049922087E+00
   155   0.18290000E+04   0.1675530066174E+00   0.1749291779223E-01   0.1500600888252E+00
   156   0.18408000E+04   0.1679023314407E+00   0.1738889041237E-01   0.1505134410284E+00
   157   0.18526000E+04   0.1682511909890E+00   0.1728612664846E-01   0.1509650643406E+00
   158   0.18644000E+04   0.1685995793599E+00   0.1718460233393E-01   0.1514149770259E+00
   159   0.18762000E+04   0.1689474858387E+00   0.1708429606427E-01   0.1518631897744E+00
   160   0.18880000E+04   0.1692949094456E+00   0.1698518535934E-01   0.1523097240862E+00
   161   0.18998000E+04   0.1696418380410E+00   0.1688724828633E-01   0.1527545897547E+00
   162   0.19116000E+04   0.1699882710913E+00   0.1679046464471E-01   0.1531978064466E+00
   163   0.19234000E+04   0.1703341554461E+00   0.1669481338449E-01   0.1536393420616E+00
   164   0.19352000E+04   0.1706795726890E+00   0.1660027470240E-01   0.1540792979866E+00
   165   0.19470000E+04   0.1710244773004E+00   0.1650682953685E-01   0.1545176477636E+00
   166   0.19588000E+04   0.1713688594793E+00   0.1641445848609E-01   0.1549544009932E+00
   167   0.19706000E+04   0.1717127191522E+00   0.1632314261465E-01   0.1553895765376E+00
   168   0.19824000E+04   0.1720560485025E+00   0.1623286432792E-01   0.1558231841746E+00
   169   0.19942000E+04   0.1723988445093E+00   0.1614360554755E-01   0.1562552389617E+00
   170   0.20060000E+04   0.1727411043488E+00   0.1605534923312E-01   0.1566857551156E+00
   171   0.20178000E+04   0.1730828228546E+00   0.1596807780955E-01   0.1571147450450E+00
   172   0.20296000E+04   0.1734239939782E+00   0.1588177539440E-01   0.1575422185838E+00
   173   0.20414000E+04   0.1737646188322E+00   0.1579642548856E-01   0.1579681933437E+00
   174   0.20532000E+04   0.1741046917379E+00   0.1571201216215E-01   0.1583926795758E+00
   175   0.20650000E+04   0.1744442094997E+00   0.1562851994405E-01   0.1588156895556E+00
   176   0.20768000E+04   0.1747831673718E+00   0.1554593363674E-01   0.1592372337350E+00
   177   0.20886000E+04   0.1751215662667E+00   0.1546423886704E-01   0.1596573273997E+00
   178   0.21004000E+04   0.1754594014238E+00   0.1538342062047E-01   0.1600759808033E+00
   179   0.21122000E+04   0.1757966690541E+00   0.1530346509184E-01   0.1604932039623E+00
   180   0.21240000E+04   0.1761333695113E+00   0.1522435798996E-01   0.1609090115213E+00
   181   0.21358000E+04   0.1764694991908E+00   0.1514608606184E-01   0.1613234131290E+00
   182   0.21476000E+04   0.1768050561327E+00   0.1506863593234E-01   0.1617364202003E+00
   183   0.21594000E+04   0.1771400386805E+00   0.1499199480561E-01   0.1621480438749E+00
   184   0.21712000E+04   0.1774744440826E+00   0.1491614964354E-01   0.1625582944390E+00
   185   0.21830000E+04   0.1778082714431E+00   0.1484108804156E-01   0.1629671834016E+00
   186   0.21948000E+04   0.1781415184562E+00   0.1476679787619E-01   0.1633747205800E+00
   187   0.22066000E+04   0.1782621880794E+00   0.1469326711964E-01   0.1635689209597E+00
   188   0.22184000E+04   0.1785914715080E+00   0.1462048408175E-01   0.1639709874263E+00
   189   0.22302000E+04   0.1789201490165E+00   0.1454843750161E-01   0.1643717115149E+00
   190   0.22420000E+04   0.1792482194786E+00   0.1447711599400E-01   0.1647711034846E+00
   191   0.22538000E+04   0.1795756813297E+00   0.1440650849662E-01   0.1651691728331E+00
   192   0.22656000E+04   0.1799025348616E+00   0.1433660419770E-01   0.1655659306639E+00
   193   0.22774000E+04   0.1802287775293E+00   0.1426739297211E-01   0.1659613845572E+00
   194   0.22892000E+04   0.1805544083987E+00   0.1419886386352E-01   0.1663555445352E+00
   195   0.23010000E+04   0.1808794272503E+00   0.1413100690018E-01   0.1667484203502E+00
   196   0.23128000E+04   0.1812038354019E+00   0.1406381252817E-01   0.1671400228737E+00
   197   0.23246000E+04   0.1815276287664E+00   0.1399727072258E-01   0.1675303580438E+00
   198   0.23364000E+04   0.1818508083481E+00   0.1393137175518E-01   0.1679194365929E+00
   199   0.23482000E+04   0.1821733742775E+00   0.1386610673534E-01   0.1683072675422E+00
   200   0.23600000E+04   0.1824953272250E+00   0.1380146592926E-01   0.1686938612958E+00
   201   0.23718000E+04   0.1828166632777E+00   0.1373744040376E-01   0.1690792228739E+00
   202   0.23836000E+04   0.1831373847324E+00   0.1367402187658E-01   0.1694633628558E+00
   203   0.23954000E+04   0.1834574921604E+00   0.1361120113349E-01   0.1698462910269E+00
   204   0.24072000E+04   0.1837769831120E+00   0.1354897005410E-01   0.1702280130579E+00
   205   0.24190000E+04   0.1840958597912E+00   0.1348732004364E-01   0.1706085397476E+00
   206   0.24308000E+04   0.1844141196919E+00   0.1342624281993E-01   0.1709878768720E+00
   207   0.24426000E+04   0.1847317645597E+00   0.1336573057622E-01   0.1713660339835E+00
   208   0.24544000E+04   0.1850487963198E+00   0.1330577547370E-01   0.1717430208461E+00
   209   0.24662000E+04   0.1853652110591E+00   0.1324636959687E-01   0.1721188414623E+00
   210   0.24780000E+04   0.1856810121402E+00   0.1318750552644E-01   0.1724935066137E+00
   211   0.24898000E+04   0.1859961987463E+00   0.1312917568636E-01   0.1728670230600E+00
   212   0.25016000E+04   0.1863107700965E+00   0.1307137270472E-01   0.1732393973918E+00
   213   0.25134000E+04   0.1866247279568E+00   0.1301408996171E-01   0.1736106379951E+00
   214   0.25252000E+04   0.1869380739049E+00   0.1295731939104E-01   0.1739807545138E+00
   215   0.25370000E+04   0.1872508055743E+00   0.1290105511596E-01   0.1743497504584E+00
   216   0.25488000E+04   0.1875629251765E+00   0.1284528936988E-01   0.1747176358066E+00
   217   0.25606000E+04   0.1878744334476E+00   0.1279001645447E-01   0.1750844169931E+00
   218   0.25724000E+04   0.1881853307751E+00   0.1273522911811E-01   0.1754501016570E+00
   219   0.25842000E+04   0.1884956158467E+00   0.1268092123729E-01   0.1758146946094E+00
   220   0.25960000E+04   0.1888052917820E+00   0.1262708644686E-01   0.1761782053351E+00
   221   0.26078000E+04   0.1891143583297E+00   0.1257371845109E-01   0.1765406398786E+00
   222   0.26196000E+04   0.1894228150590E+00   0.1252081110182E-01   0.1769020039572E+00
   223   0.26314000E+04   0.1897306658152E+00   0.1246835861235E-01   0.1772623072029E+00
   224   0.26432000E+04   0.1900379087601E+00   0.1241635496763E-01   0.1776215537924E+00
   225   0.26550000E+04   0.1903445448914E+00   0.1236479425913E-01   0.1779797506323E+00
   226   0.26668000E+04   0.1906505745565E+00   0.1231367086847E-01   0.1783369036881E+00
   227   0.26786000E+04   0.1909560014208E+00   0.1226297947434E-01   0.1786930219464E+00
   228   0.26904000E+04   0.1912608236460E+00   0.1221271421377E-01   0.1790481094322E+00
   229   0.27022000E+04   0.1915650429065E+00   0.1216286980836E-01   0.1794021730981E+00
   230   0.27140000E+04   0.1918686589745E+00   0.1211344094268E-01   0.1797552180319E+00
   231   0.27258000E+04   0.1921716762320E+00   0.1206442249895E-01   0.1801072537330E+00
   232   0.27376000E+04   0.1924740922117E+00   0.1201580912812E-01   0.1804582830836E+00
   233   0.27494000E+04   0.1927759095548E+00   0.1196759608078E-01   0.1808083134741E+00
   234   0.27612000E+04   0.1930771291219E+00   0.1191977807353E-01   0.1811573510483E+00
   235   0.27730000E+04   0.1933777515100E+00   0.1187235049346E-01   0.1815054010166E+00
   236   0.27848000E+04   0.1936777771761E+00   0.1182530817835E-01   0.1818524689977E+00
   237   0.27966000E+04   0.1939772093590E+00   0.1177864683801E-01   0.1821985625210E+00
   238   0.28084000E+04   0.1942760454903E+00   0.1173236148146E-01   0.1825436840088E+00
   239   0.28202000E+04   0.1945742913058E+00   0.1168644757576E-01   0.1828878437301E+00
   240   0.28320000E+04   0.1948719435974E+00   0.1164090104642E-01   0.1832310425510E+00
   241   0.28438000E+04   0.1951690069322E+00   0.1159571690359E-01   0.1835732900287E+00
   242   0.28556000E+04   0.1954654814964E+00   0.1155089109974E-01   0.1839145903966E+00
   243   0.28674000E+04   0.1957613657286E+00   0.1150641942201E-01   0.1842549463066E+00
   244   0.28792000E+04   0.1960566646174E+00   0.1146229718904E-01   0.1845943674284E+00
   245   0.28910000E+04   0.1963513784634E+00   0.1141852082594E-01   0.1849328576375E+00
   246   0.29028000E+04   0.1966455055041E+00   0.1137508586332E-01   0.1852704196408E+00
   247   0.29146000E+04   0.1969390510776E+00   0.1133198864729E-01   0.1856070624303E+00
   248   0.29264000E+04   0.1972320150480E+00   0.1128922500895E-01   0.1859427900391E+00
   249   0.29382000E+04   0.1975243977487E+00   0.1124679088509E-01   0.1862776068636E+00
   250   0.29500000E+04   0.1978161999890E+00   0.1120468247653E-01   0.1866115175125E+00
   251   0.29618000E+04   0.1981074240494E+00   0.1116289623663E-01   0.1869445278127E+00
   252   0.29736000E+04   0.1983980718757E+00   0.1112142845389E-01   0.1872766434219E+00
   253   0.29854000E+04   0.1986881432469E+00   0.1108027536975E-01   0.1876078678771E+00
   254   0.29972000E+04   0.1989776401967E+00   0.1103943351123E-01   0.1879382066855E+00
   255   0.30090000E+04   0.1992665642162E+00   0.1099889880207E-01   0.1882676654142E+00
   256   0.30208000E+04   0.1995549169829E+00   0.1095866833623E-01   0.1885962486467E+00
   257   0.30326000E+04   0.1998426989049E+00   0.1091873856724E-01   0.1889239603377E+00
   258   0.30444000E+04   0.2001299110235E+00   0.1087910608395E-01   0.1892508049395E+00
   259   0.30562000E+04   0.2004165551197E+00   0.1083976731232E-01   0.1895767878073E+00
   260   0.30680000E+04   0.2007026331899E+00   0.1080071917198E-01   0.1899019140179E+00
   261   0.30798000E+04   0.2009881453192E+00   0.1076195850506E-01   0.1902261868141E+00
   262   0.30916000E+04   0.2012730952184E+00   0.1072348195508E-01   0.1905496132633E+00
   263   0.31034000E+04   0.2015574811394E+00   0.1068528655726E-01   0.1908721945822E+00
   264   0.31152000E+04   0.2018413055129E+00   0.1064736888730E-01   0.1911939366256E+00
   265   0.31270000E+04   0.2021245709717E+00   0.1060972634170E-01   0.1915148446299E+00
   266   0.31388000E+04   0.2024072783863E+00   0.1057235564868E-01   0.1918349227377E+00
   267   0.31506000E+04   0.2026894282190E+00   0.1053525375191E-01   0.1921541744671E+00
   268   0.31624000E+04   0.2029710212084E+00   0.1049841773193E-01   0.1924726034765E+00
   269   0.31742000E+04   0.2032519757851E+00   0.1046184517240E-01   0.1927901306127E+00
   270   0.31860000E+04   0.2035324626263E+00   0.1042553285600E-01   0.1931069297703E+00
   271   0.31978000E+04   0.2038123978037E+00   0.1038947783229E-01   0.1934229199714E+00
   272   0.32096000E+04   0.2040917825365E+00   0.1035367763448E-01   0.1937381049020E+00
   273   0.32214000E+04   0.2043706184717E+00   0.1031812938311E-01   0.1940524890886E+00
   274   0.32332000E+04   0.2046489068725E+00   0.1028283082516E-01   0.1943660760473E+00
   275   0.32450000E+04   0.2049266486353E+00   0.1024777870242E-01   0.1946788699329E+00
   276   0.32568000E+04   0.2052038472477E+00   0.1021297077132E-01   0.1949908764764E+00
   277   0.32686000E+04   0.2054805010520E+00   0.1017840459561E-01   0.1953020964564E+00
   278   0.32804000E+04   0.2057566124622E+00   0.1014407703387E-01   0.1956125354284E+00
   279   0.32922000E+04   0.2060321842971E+00   0.1010998632697E-01   0.1959221979702E+00
   280   0.33040000E+04   0.2063072174255E+00   0.1007612951891E-01   0.1962310879066E+00
   281   0.33158000E+04   0.2065817124715E+00   0.1004250442493E-01   0.1965392080465E+00
   282   0.33276000E+04   0.2068556714616E+00   0.1000910863920E-01   0.1968465628224E+00
   283   0.33394000E+04   0.2071290951457E+00   0.9975939623151E-02   0.1971531555225E+00
   284   0.33512000E+04   0.2074019858092E+00   0.9942995297100E-02   0.1974589905121E+00
   285   0.33630000E+04   0.2076743437684E+00   0.9910273291744E-02   0.1977640704767E+00
