#     p=   0.1000000000000E+00
#
#
#   Plasma Parameters
#    electron and ion temp [keV]:   0.3000D+01   0.3000D+01
#    number density nb   [cm^-3]:   0.1029D+26   0.4902D+25  0.4902D+25  0.1029D+25
#    mass array mb         [amu]:   0.5486D-03   0.2015D+01  0.3022D+01  0.1007D+01
#    mass array mb         [keV]:   0.5110D+03   0.1877D+07  0.2815D+07  0.9383D+06
#    charge array zb            :  -0.1000D+01   0.1000D+01  0.1000D+01  0.1000D+01
#
#
#   Projectile Parameters
#    charge      :   0.2000D+01
#    mass   [amu]:   0.4029D+01
#    mass   [keV]:   0.3753D+07
#    energy [keV]:   0.3540D+04
#  ne[cm^-3]    Te[keV]    Ti[keV]        ge       gi          etae         ze/2**1.5
#  0.1000D+26  0.3000D+01  0.3000D+01  0.3783D-02  0.2240D-02  0.9524D-01  0.3667D-02
# ab  =  0.1607E+00  0.5900E+03  0.8850E+03  0.2950E+03
# etab=  0.3359E+00  0.3359E+00  0.3359E+00  0.3359E+00
#    j    E_p [keV]       dedx_tot [MeV/mu-m]   dedx_i                dedx_e
    58   0.68440000E+03   0.9354617587602E-01   0.1450204293546E-01   0.7904413294055E-01
    59   0.69620000E+03   0.9399048818452E-01   0.1427841705048E-01   0.7971207113404E-01
    60   0.70800000E+03   0.9443570732674E-01   0.1406181014723E-01   0.8037389717951E-01
    61   0.71980000E+03   0.9488165390552E-01   0.1385189238996E-01   0.8102976151555E-01
    62   0.73160000E+03   0.9532816265105E-01   0.1364835395226E-01   0.8167980869879E-01
    63   0.74340000E+03   0.9577508096065E-01   0.1345090390544E-01   0.8232417705521E-01
    64   0.75520000E+03   0.9622226913336E-01   0.1325926992072E-01   0.8296299921264E-01
    65   0.76700000E+03   0.9666959787113E-01   0.1307319515142E-01   0.8359640271971E-01
    66   0.77880000E+03   0.9711694819404E-01   0.1289243723486E-01   0.8422451095918E-01
    67   0.79060000E+03   0.9756421145749E-01   0.1271676880792E-01   0.8484744264956E-01
    68   0.80240000E+03   0.9801128519209E-01   0.1254597530464E-01   0.8546530988744E-01
    69   0.81420000E+03   0.9845807693295E-01   0.1237985286138E-01   0.8607822407157E-01
    70   0.82600000E+03   0.9890450049120E-01   0.1221821010745E-01   0.8668629038376E-01
    71   0.83780000E+03   0.9935047589284E-01   0.1206086613198E-01   0.8728960976086E-01
    72   0.84960000E+03   0.9979593137077E-01   0.1190764959831E-01   0.8788828177245E-01
    73   0.86140000E+03   0.1002407979422E+00   0.1175839730235E-01   0.8848240063987E-01
    74   0.87320000E+03   0.1006850138352E+00   0.1161295594530E-01   0.8907205788994E-01
    75   0.88500000E+03   0.1011285225675E+00   0.1147117924138E-01   0.8965734332615E-01
    76   0.89680000E+03   0.1015712693523E+00   0.1133292830720E-01   0.9023834104513E-01
    77   0.90860000E+03   0.1020132066851E+00   0.1119807203638E-01   0.9081513464868E-01
    78   0.92040000E+03   0.1024542894356E+00   0.1106648500402E-01   0.9138780443155E-01
    79   0.93220000E+03   0.1028944757508E+00   0.1093804799865E-01   0.9195642775212E-01
    80   0.94400000E+03   0.1033337272531E+00   0.1081264810681E-01   0.9252107914627E-01
    81   0.95580000E+03   0.1037720098489E+00   0.1069017732896E-01   0.9308183251991E-01
    82   0.96760000E+03   0.1042092908438E+00   0.1057053322999E-01   0.9363875761381E-01
    83   0.97940000E+03   0.1046455409118E+00   0.1045361722322E-01   0.9419192368854E-01
    84   0.99120000E+03   0.1050807330431E+00   0.1033933646737E-01   0.9474139657570E-01
    85   0.10030000E+04   0.1055148417265E+00   0.1022760125556E-01   0.9528724047098E-01
    86   0.10148000E+04   0.1059478447211E+00   0.1011832663461E-01   0.9582951808644E-01
    87   0.10266000E+04   0.1063797221114E+00   0.1001143150945E-01   0.9636829060197E-01
    88   0.10384000E+04   0.1068104535772E+00   0.9906837423178E-02   0.9690361615406E-01
    89   0.10502000E+04   0.1072400232819E+00   0.9804470116909E-02   0.9743555316503E-01
    90   0.10620000E+04   0.1076684145199E+00   0.9704258660932E-02   0.9796415585893E-01
    91   0.10738000E+04   0.1080956148651E+00   0.9606134633109E-02   0.9848948023200E-01
    92   0.10856000E+04   0.1085216098782E+00   0.9510032305793E-02   0.9901157757239E-01
    93   0.10974000E+04   0.1089463890698E+00   0.9415889961354E-02   0.9953049910843E-01
    94   0.11092000E+04   0.1093699423046E+00   0.9323646562815E-02   0.1000462957418E+00
    95   0.11210000E+04   0.1097922606654E+00   0.9233245323242E-02   0.1005590153422E+00
    96   0.11328000E+04   0.1102133361111E+00   0.9144630269048E-02   0.1010687058420E+00
    97   0.11446000E+04   0.1106331612790E+00   0.9057748998749E-02   0.1015754122803E+00
    98   0.11564000E+04   0.1110517303701E+00   0.8972550073625E-02   0.1020791802964E+00
    99   0.11682000E+04   0.1114690380741E+00   0.8888984504600E-02   0.1025800535695E+00
   100   0.11800000E+04   0.1118850801785E+00   0.8807005286218E-02   0.1030780748922E+00
   101   0.11918000E+04   0.1122998530133E+00   0.8726567599403E-02   0.1035732854139E+00
   102   0.12036000E+04   0.1127133533859E+00   0.8647627170823E-02   0.1040657262150E+00
   103   0.12154000E+04   0.1131255788629E+00   0.8570142365957E-02   0.1045554364969E+00
   104   0.12272000E+04   0.1135365281028E+00   0.8494072702056E-02   0.1050424554007E+00
   105   0.12390000E+04   0.1139462001022E+00   0.8419379777343E-02   0.1055268203249E+00
   106   0.12508000E+04   0.1143545937798E+00   0.8346025690465E-02   0.1060085680893E+00
   107   0.12626000E+04   0.1147617089716E+00   0.8273974320840E-02   0.1064877346507E+00
   108   0.12744000E+04   0.1151675464679E+00   0.8203190928007E-02   0.1069643555399E+00
   109   0.12862000E+04   0.1155721068662E+00   0.8133642202479E-02   0.1074384646637E+00
   110   0.12980000E+04   0.1159753909810E+00   0.8065295432909E-02   0.1079100955481E+00
   111   0.13098000E+04   0.1163774005673E+00   0.7998119709111E-02   0.1083792808582E+00
   112   0.13216000E+04   0.1167781378720E+00   0.7932084567889E-02   0.1088460533041E+00
   113   0.13334000E+04   0.1171775745155E+00   0.7867160745277E-02   0.1093104137702E+00
   114   0.13452000E+04   0.1175757739293E+00   0.7803320619860E-02   0.1097724533095E+00
   115   0.13570000E+04   0.1179727073072E+00   0.7740536577829E-02   0.1102321707294E+00
   116   0.13688000E+04   0.1183683794704E+00   0.7678782391756E-02   0.1106895970787E+00
   117   0.13806000E+04   0.1187627930444E+00   0.7618032805596E-02   0.1111447602388E+00
   118   0.13924000E+04   0.1191559507163E+00   0.7558262783648E-02   0.1115976879326E+00
   119   0.14042000E+04   0.1195478573598E+00   0.7499449391975E-02   0.1120484079678E+00
   120   0.14160000E+04   0.1199385166675E+00   0.7441568908535E-02   0.1124969477590E+00
   121   0.14278000E+04   0.1203279330546E+00   0.7384599188469E-02   0.1129433338661E+00
   122   0.14396000E+04   0.1207161096994E+00   0.7328518657364E-02   0.1133875910420E+00
   123   0.14514000E+04   0.1211030519508E+00   0.7273306713299E-02   0.1138297452375E+00
   124   0.14632000E+04   0.1214887646656E+00   0.7218942768017E-02   0.1142698218976E+00
   125   0.14750000E+04   0.1218732520260E+00   0.7165407465591E-02   0.1147078445604E+00
   126   0.14868000E+04   0.1222565188627E+00   0.7112681607317E-02   0.1151438372554E+00
   127   0.14986000E+04   0.1226385700150E+00   0.7060746953317E-02   0.1155778230617E+00
   128   0.15104000E+04   0.1230194115036E+00   0.7009585612984E-02   0.1160098258906E+00
   129   0.15222000E+04   0.1233990471398E+00   0.6959179966829E-02   0.1164398671730E+00
   130   0.15340000E+04   0.1237774831500E+00   0.6909513813186E-02   0.1168679693368E+00
   131   0.15458000E+04   0.1241547245803E+00   0.6860570192397E-02   0.1172941543879E+00
   132   0.15576000E+04   0.1245307760030E+00   0.6812333489971E-02   0.1177184425131E+00
   133   0.15694000E+04   0.1249056442987E+00   0.6764788371818E-02   0.1181408559269E+00
   134   0.15812000E+04   0.1252793342621E+00   0.6717920249562E-02   0.1185614140125E+00
   135   0.15930000E+04   0.1256518515766E+00   0.6671714155757E-02   0.1189801374208E+00
   136   0.16048000E+04   0.1260232015727E+00   0.6626155989669E-02   0.1193970455830E+00
   137   0.16166000E+04   0.1263933902700E+00   0.6581232333867E-02   0.1198121579361E+00
   138   0.16284000E+04   0.1267624232845E+00   0.6536929836887E-02   0.1202254934476E+00
   139   0.16402000E+04   0.1271303059178E+00   0.6493235508903E-02   0.1206370704089E+00
   140   0.16520000E+04   0.1274970445042E+00   0.6450136736353E-02   0.1210469077678E+00
   141   0.16638000E+04   0.1278626449008E+00   0.6407621546209E-02   0.1214550233546E+00
   142   0.16756000E+04   0.1282271122683E+00   0.6365677706812E-02   0.1218614345615E+00
   143   0.16874000E+04   0.1285904527236E+00   0.6324293860752E-02   0.1222661588629E+00
   144   0.16992000E+04   0.1289526725730E+00   0.6283458838278E-02   0.1226692137347E+00
   145   0.17110000E+04   0.1293137763150E+00   0.6243161339567E-02   0.1230706149754E+00
   146   0.17228000E+04   0.1296737712899E+00   0.6203391055305E-02   0.1234703802345E+00
   147   0.17346000E+04   0.1300326624859E+00   0.6164137507879E-02   0.1238685249780E+00
   148   0.17464000E+04   0.1303904560643E+00   0.6125390441020E-02   0.1242650656232E+00
   149   0.17582000E+04   0.1307471576364E+00   0.6087140136932E-02   0.1246600174994E+00
   150   0.17700000E+04   0.1311027733634E+00   0.6049376916900E-02   0.1250533964465E+00
   151   0.17818000E+04   0.1314573089598E+00   0.6012091531557E-02   0.1254452174283E+00
   152   0.17936000E+04   0.1318107700677E+00   0.5975275002721E-02   0.1258354950650E+00
   153   0.18054000E+04   0.1321631623923E+00   0.5938918333655E-02   0.1262242440586E+00
   154   0.18172000E+04   0.1325144919776E+00   0.5903012711504E-02   0.1266114792661E+00
   155   0.18290000E+04   0.1328647641771E+00   0.5867549731695E-02   0.1269972144454E+00
   156   0.18408000E+04   0.1332139855476E+00   0.5832521554120E-02   0.1273814639935E+00
   157   0.18526000E+04   0.1335621616311E+00   0.5797919773863E-02   0.1277642418572E+00
   158   0.18644000E+04   0.1339092980036E+00   0.5763736926916E-02   0.1281455610767E+00
   159   0.18762000E+04   0.1342553994776E+00   0.5729964855596E-02   0.1285254346220E+00
   160   0.18880000E+04   0.1346004731013E+00   0.5696596376361E-02   0.1289038767249E+00
   161   0.18998000E+04   0.1349445238567E+00   0.5663624398887E-02   0.1292808994578E+00
   162   0.19116000E+04   0.1352875579200E+00   0.5631041629483E-02   0.1296565162905E+00
   163   0.19234000E+04   0.1356295449981E+00   0.5598841314892E-02   0.1300307036832E+00
   164   0.19352000E+04   0.1359705613045E+00   0.5567016664061E-02   0.1304035446404E+00
   165   0.19470000E+04   0.1363105776827E+00   0.5535560756511E-02   0.1307750169262E+00
   166   0.19588000E+04   0.1366495987216E+00   0.5504467539540E-02   0.1311451311820E+00
   167   0.19706000E+04   0.1369876309350E+00   0.5473730580142E-02   0.1315139003549E+00
   168   0.19824000E+04   0.1373246791551E+00   0.5443343779276E-02   0.1318813353758E+00
   169   0.19942000E+04   0.1376607492092E+00   0.5413301082567E-02   0.1322474481266E+00
   170   0.20060000E+04   0.1379958460022E+00   0.5383596406902E-02   0.1326122495953E+00
   171   0.20178000E+04   0.1383299761313E+00   0.5354224545372E-02   0.1329757515859E+00
   172   0.20296000E+04   0.1386631431869E+00   0.5325179326087E-02   0.1333379638608E+00
   173   0.20414000E+04   0.1389953540222E+00   0.5296455666636E-02   0.1336988983555E+00
   174   0.20532000E+04   0.1393266133262E+00   0.5268047920478E-02   0.1340585654057E+00
   175   0.20650000E+04   0.1396569266386E+00   0.5239951170334E-02   0.1344169754683E+00
   176   0.20768000E+04   0.1399862983570E+00   0.5212160013831E-02   0.1347741383432E+00
   177   0.20886000E+04   0.1403147346903E+00   0.5184669460269E-02   0.1351300652301E+00
   178   0.21004000E+04   0.1406422406827E+00   0.5157474873569E-02   0.1354847658091E+00
   179   0.21122000E+04   0.1409688206037E+00   0.5130571078893E-02   0.1358382495248E+00
   180   0.21240000E+04   0.1412944808407E+00   0.5103953827245E-02   0.1361905270134E+00
   181   0.21358000E+04   0.1416192255270E+00   0.5077618141769E-02   0.1365416073853E+00
   182   0.21476000E+04   0.1419430601580E+00   0.5051559726768E-02   0.1368915004312E+00
   183   0.21594000E+04   0.1422659896792E+00   0.5025774003587E-02   0.1372402156756E+00
   184   0.21712000E+04   0.1425880186461E+00   0.5000256928712E-02   0.1375877617174E+00
   185   0.21830000E+04   0.1429091527848E+00   0.4975004203858E-02   0.1379341485809E+00
   186   0.21948000E+04   0.1432293959870E+00   0.4950011577586E-02   0.1382793844094E+00
   187   0.22066000E+04   0.1433741688865E+00   0.4925275006952E-02   0.1384488938795E+00
   188   0.22184000E+04   0.1436903409847E+00   0.4900790892361E-02   0.1387895500923E+00
   189   0.22302000E+04   0.1440056188834E+00   0.4876554859085E-02   0.1391290640243E+00
   190   0.22420000E+04   0.1443200078388E+00   0.4852563352905E-02   0.1394674444859E+00
   191   0.22538000E+04   0.1446335122200E+00   0.4828812750811E-02   0.1398046994692E+00
   192   0.22656000E+04   0.1449461368928E+00   0.4805299390452E-02   0.1401408375024E+00
   193   0.22774000E+04   0.1452578865248E+00   0.4782019428761E-02   0.1404758670961E+00
   194   0.22892000E+04   0.1455687652662E+00   0.4758969633622E-02   0.1408097956326E+00
   195   0.23010000E+04   0.1458787780875E+00   0.4736146566914E-02   0.1411426315205E+00
   196   0.23128000E+04   0.1461879299977E+00   0.4713546834670E-02   0.1414743831630E+00
   197   0.23246000E+04   0.1464962243808E+00   0.4691167036554E-02   0.1418050573442E+00
   198   0.23364000E+04   0.1468036665382E+00   0.4669004168440E-02   0.1421346623698E+00
   199   0.23482000E+04   0.1471102607558E+00   0.4647054800240E-02   0.1424632059555E+00
   200   0.23600000E+04   0.1474160114022E+00   0.4625316048377E-02   0.1427906953538E+00
   201   0.23718000E+04   0.1477209227132E+00   0.4603784773917E-02   0.1431171379393E+00
   202   0.23836000E+04   0.1480249990443E+00   0.4582457830984E-02   0.1434425412133E+00
   203   0.23954000E+04   0.1483282452589E+00   0.4561332664745E-02   0.1437669125941E+00
   204   0.24072000E+04   0.1486306647799E+00   0.4540406062380E-02   0.1440902587175E+00
   205   0.24190000E+04   0.1489322622959E+00   0.4519675368479E-02   0.1444125869275E+00
   206   0.24308000E+04   0.1492330419149E+00   0.4499137891941E-02   0.1447339040230E+00
   207   0.24426000E+04   0.1495330081389E+00   0.4478790869555E-02   0.1450542172694E+00
   208   0.24544000E+04   0.1498321649987E+00   0.4458631535546E-02   0.1453735334631E+00
   209   0.24662000E+04   0.1501305162964E+00   0.4438657329495E-02   0.1456918589669E+00
   210   0.24780000E+04   0.1504280661619E+00   0.4418865643928E-02   0.1460092005180E+00
   211   0.24898000E+04   0.1507248189894E+00   0.4399254124560E-02   0.1463255648648E+00
   212   0.25016000E+04   0.1510207787898E+00   0.4379820206407E-02   0.1466409585834E+00
   213   0.25134000E+04   0.1513159490691E+00   0.4360561263448E-02   0.1469553878056E+00
   214   0.25252000E+04   0.1516103347569E+00   0.4341475403500E-02   0.1472688593534E+00
   215   0.25370000E+04   0.1519039389691E+00   0.4322559834493E-02   0.1475813791346E+00
   216   0.25488000E+04   0.1521967657537E+00   0.4303812580223E-02   0.1478929531735E+00
   217   0.25606000E+04   0.1524888190213E+00   0.4285231056169E-02   0.1482035879651E+00
   218   0.25724000E+04   0.1527801027312E+00   0.4266813299348E-02   0.1485132894319E+00
   219   0.25842000E+04   0.1530706208884E+00   0.4248557126302E-02   0.1488220637621E+00
   220   0.25960000E+04   0.1533603767374E+00   0.4230460209175E-02   0.1491299165282E+00
   221   0.26078000E+04   0.1536493745622E+00   0.4212520680128E-02   0.1494368538820E+00
   222   0.26196000E+04   0.1539376179703E+00   0.4194736361897E-02   0.1497428816084E+00
   223   0.26314000E+04   0.1542251107719E+00   0.4177105232968E-02   0.1500480055390E+00
   224   0.26432000E+04   0.1545118565466E+00   0.4159625315203E-02   0.1503522312314E+00
   225   0.26550000E+04   0.1547978586837E+00   0.4142294753229E-02   0.1506555639305E+00
   226   0.26668000E+04   0.1550831212401E+00   0.4125111476879E-02   0.1509580097632E+00
   227   0.26786000E+04   0.1553676475138E+00   0.4108073564075E-02   0.1512595739497E+00
   228   0.26904000E+04   0.1556514413175E+00   0.4091179389793E-02   0.1515602619277E+00
   229   0.27022000E+04   0.1559345059925E+00   0.4074426923537E-02   0.1518600790690E+00
   230   0.27140000E+04   0.1562168450692E+00   0.4057814484841E-02   0.1521590305843E+00
   231   0.27258000E+04   0.1564984626052E+00   0.4041340230925E-02   0.1524571223743E+00
   232   0.27376000E+04   0.1567793610836E+00   0.4025002446728E-02   0.1527543586369E+00
   233   0.27494000E+04   0.1570595447478E+00   0.4008799428174E-02   0.1530507453196E+00
   234   0.27612000E+04   0.1573390166209E+00   0.3992729637646E-02   0.1533462869832E+00
   235   0.27730000E+04   0.1576177803534E+00   0.3976791055812E-02   0.1536409892976E+00
   236   0.27848000E+04   0.1578958389141E+00   0.3960982640504E-02   0.1539348562736E+00
   237   0.27966000E+04   0.1581731963783E+00   0.3945302292773E-02   0.1542278940855E+00
   238   0.28084000E+04   0.1584498550189E+00   0.3929748541189E-02   0.1545201064777E+00
   239   0.28202000E+04   0.1587258193527E+00   0.3914320122977E-02   0.1548114992297E+00
   240   0.28320000E+04   0.1590010915245E+00   0.3899015064242E-02   0.1551020764603E+00
   241   0.28438000E+04   0.1592756754959E+00   0.3883832305501E-02   0.1553918431904E+00
   242   0.28556000E+04   0.1595495742778E+00   0.3868770189722E-02   0.1556808040881E+00
   243   0.28674000E+04   0.1598227905921E+00   0.3853827155890E-02   0.1559689634363E+00
   244   0.28792000E+04   0.1600953286095E+00   0.3839002161852E-02   0.1562563264476E+00
   245   0.28910000E+04   0.1603671907597E+00   0.3824293340114E-02   0.1565428974196E+00
   246   0.29028000E+04   0.1606383803709E+00   0.3809699642835E-02   0.1568286807280E+00
   247   0.29146000E+04   0.1609089004225E+00   0.3795219526278E-02   0.1571136808963E+00
   248   0.29264000E+04   0.1611787540409E+00   0.3780851606145E-02   0.1573979024347E+00
   249   0.29382000E+04   0.1614479446506E+00   0.3766594846624E-02   0.1576813498040E+00
   250   0.29500000E+04   0.1617164748814E+00   0.3752447863162E-02   0.1579640270182E+00
   251   0.29618000E+04   0.1619843478291E+00   0.3738409245697E-02   0.1582459385834E+00
   252   0.29736000E+04   0.1622515666117E+00   0.3724477808238E-02   0.1585270888035E+00
   253   0.29854000E+04   0.1625181340028E+00   0.3710652324845E-02   0.1588074816779E+00
   254   0.29972000E+04   0.1627840527990E+00   0.3696931417893E-02   0.1590871213812E+00
   255   0.30090000E+04   0.1630493265333E+00   0.3683314358746E-02   0.1593660121745E+00
   256   0.30208000E+04   0.1633139576789E+00   0.3669799550972E-02   0.1596441581280E+00
   257   0.30326000E+04   0.1635779492252E+00   0.3656385924783E-02   0.1599215633004E+00
   258   0.30444000E+04   0.1638413039825E+00   0.3643072344019E-02   0.1601982316384E+00
   259   0.30562000E+04   0.1641040248790E+00   0.3629857669794E-02   0.1604741672092E+00
   260   0.30680000E+04   0.1643661147401E+00   0.3616740954251E-02   0.1607493737859E+00
   261   0.30798000E+04   0.1646275759261E+00   0.3603720808629E-02   0.1610238551175E+00
   262   0.30916000E+04   0.1648884119337E+00   0.3590796482884E-02   0.1612976154508E+00
   263   0.31034000E+04   0.1651486251183E+00   0.3577966615898E-02   0.1615706585024E+00
   264   0.31152000E+04   0.1654082183100E+00   0.3565230451381E-02   0.1618429878587E+00
   265   0.31270000E+04   0.1656671941751E+00   0.3552586639855E-02   0.1621146075352E+00
   266   0.31388000E+04   0.1659255556515E+00   0.3540034431435E-02   0.1623855212200E+00
   267   0.31506000E+04   0.1661833053621E+00   0.3527572789701E-02   0.1626557325724E+00
   268   0.31624000E+04   0.1664404455062E+00   0.3515200741556E-02   0.1629252447646E+00
   269   0.31742000E+04   0.1666969094010E+00   0.3502917014628E-02   0.1631939923863E+00
   270   0.31860000E+04   0.1669528394309E+00   0.3490721085639E-02   0.1634621183453E+00
   271   0.31978000E+04   0.1672081679026E+00   0.3478611833364E-02   0.1637295560692E+00
   272   0.32096000E+04   0.1674628976667E+00   0.3466588223935E-02   0.1639963094427E+00
   273   0.32214000E+04   0.1677170311640E+00   0.3454649598055E-02   0.1642623815660E+00
   274   0.32332000E+04   0.1679705707647E+00   0.3442794604832E-02   0.1645277761599E+00
   275   0.32450000E+04   0.1682235198575E+00   0.3431022851252E-02   0.1647924970062E+00
   276   0.32568000E+04   0.1684758802974E+00   0.3419333228388E-02   0.1650565470690E+00
   277   0.32686000E+04   0.1687276543417E+00   0.3407724715535E-02   0.1653199296261E+00
   278   0.32804000E+04   0.1689788450495E+00   0.3396196940428E-02   0.1655826481090E+00
   279   0.32922000E+04   0.1692294545295E+00   0.3384748572074E-02   0.1658447059574E+00
   280   0.33040000E+04   0.1694794856773E+00   0.3373379039612E-02   0.1661061066377E+00
   281   0.33158000E+04   0.1697289405075E+00   0.3362087377304E-02   0.1663668531302E+00
   282   0.33276000E+04   0.1699778214552E+00   0.3350872932756E-02   0.1666269485224E+00
   283   0.33394000E+04   0.1702261312454E+00   0.3339734897227E-02   0.1668863963482E+00
   284   0.33512000E+04   0.1704738719755E+00   0.3328672336298E-02   0.1671451996392E+00
   285   0.33630000E+04   0.1707210457796E+00   0.3317684511431E-02   0.1674033612682E+00
