#
#
#   Plasma Parameters
#    electron and ion temp [keV]:   0.3000D+01   0.3000D+01
#    number density nb   [cm^-3]:   0.1000D+26   0.1000D+26
#    mass array mb         [amu]:   0.5486D-03   0.1007D+01
#    mass array mb         [keV]:   0.5110D+03   0.9383D+06
#    charge array zb            :  -0.1000D+01   0.1000D+01
#
#
#   Projectile Parameters
#    charge      :   0.2000D+01
#    mass   [amu]:   0.4029D+01
#    mass   [keV]:   0.3753D+07
#    energy [keV]:   0.3540D+04
#  ne[cm^-3]    Te[keV]    Ti[keV]        ge       gi          etae         ze/2**1.5
#  0.1000D+26  0.3000D+01  0.3000D+01  0.3728D-02  0.3728D-02  0.9524D-01  0.3563D-02
# ab  =  0.1607D+00  0.2950D+03
# etab=  0.3359D+00  0.3359D+00
#    j    E_p [keV]       dedx_tot [MeV/mu-m]   dedx_i                dedx_e
    61   0.71980000E+03   0.1048743784249E+00   0.2567926246616E-01   0.7919511595875E-01
    62   0.73160000E+03   0.1051326307019E+00   0.2530452212845E-01   0.7982810857346E-01
    63   0.74340000E+03   0.1053965187127E+00   0.2494093123781E-01   0.8045558747485E-01
    64   0.75520000E+03   0.1056656702472E+00   0.2458799155188E-01   0.8107767869528E-01
    65   0.76700000E+03   0.1059397417633E+00   0.2424523569179E-01   0.8169450607154E-01
    66   0.77880000E+03   0.1062184141567E+00   0.2391222275083E-01   0.8230619140590E-01
    67   0.79060000E+03   0.1065013826458E+00   0.2358853712674E-01   0.8291284551910E-01
    68   0.80240000E+03   0.1067883666007E+00   0.2327378683239E-01   0.8351457976834E-01
    69   0.81420000E+03   0.1070791040114E+00   0.2296760091582E-01   0.8411150309560E-01
    70   0.82600000E+03   0.1073733454446E+00   0.2266963019012E-01   0.8470371525450E-01
    71   0.83780000E+03   0.1076708574185E+00   0.2237954334967E-01   0.8529131406883E-01
    72   0.84960000E+03   0.1079714266262E+00   0.2209702814687E-01   0.8587439847933E-01
    73   0.86140000E+03   0.1082748451242E+00   0.2182178723730E-01   0.8645305788688E-01
    74   0.87320000E+03   0.1085809202700E+00   0.2155353906930E-01   0.8702738120068E-01
    75   0.88500000E+03   0.1088894712410E+00   0.2129201690550E-01   0.8759745433546E-01
    76   0.89680000E+03   0.1092003276150E+00   0.2103696725926E-01   0.8816336035572E-01
    77   0.90860000E+03   0.1095133320732E+00   0.2078814994873E-01   0.8872518212442E-01
    78   0.92040000E+03   0.1098283304614E+00   0.2054533655461E-01   0.8928299390677E-01
    79   0.93220000E+03   0.1101451812079E+00   0.2030830928483E-01   0.8983687192306E-01
    80   0.94400000E+03   0.1104637494839E+00   0.2007685948040E-01   0.9038689000348E-01
    81   0.95580000E+03   0.1107839106383E+00   0.1985079217784E-01   0.9093311846042E-01
    82   0.96760000E+03   0.1111055418514E+00   0.1962991731610E-01   0.9147562453532E-01
    83   0.97940000E+03   0.1114285323409E+00   0.1941405649988E-01   0.9201447584103E-01
    84   0.99120000E+03   0.1117527779957E+00   0.1920303941329E-01   0.9254973858238E-01
    85   0.10030000E+04   0.1120781727526E+00   0.1899670142476E-01   0.9308147132788E-01
    86   0.10148000E+04   0.1124046234116E+00   0.1879488714587E-01   0.9360973626572E-01
    87   0.10266000E+04   0.1127320414068E+00   0.1859744760576E-01   0.9413459380108E-01
    88   0.10384000E+04   0.1130603374318E+00   0.1840424010915E-01   0.9465609732265E-01
    89   0.10502000E+04   0.1133894348842E+00   0.1821512770794E-01   0.9517430717621E-01
    90   0.10620000E+04   0.1137192562315E+00   0.1802998115955E-01   0.9568927507194E-01
    91   0.10738000E+04   0.1140497305986E+00   0.1784867469637E-01   0.9620105590223E-01
    92   0.10856000E+04   0.1143807838736E+00   0.1767108769381E-01   0.9670969617979E-01
    93   0.10974000E+04   0.1147123552726E+00   0.1749710727322E-01   0.9721524799939E-01
    94   0.11092000E+04   0.1150443830443E+00   0.1732662181800E-01   0.9771776122628E-01
    95   0.11210000E+04   0.1153768077620E+00   0.1715952617997E-01   0.9821728158199E-01
    96   0.11328000E+04   0.1157095746449E+00   0.1699571879705E-01   0.9871385584782E-01
    97   0.11446000E+04   0.1160426305728E+00   0.1683510350129E-01   0.9920752707151E-01
    98   0.11564000E+04   0.1163759243988E+00   0.1667758469386E-01   0.9969833970490E-01
    99   0.11682000E+04   0.1167094110748E+00   0.1652307399519E-01   0.1001863370796E+00
   100   0.11800000E+04   0.1170430453240E+00   0.1637148498626E-01   0.1006715603377E+00
   101   0.11918000E+04   0.1173767831686E+00   0.1622273438383E-01   0.1011540487847E+00
   102   0.12036000E+04   0.1177105846927E+00   0.1607674175896E-01   0.1016338429338E+00
   103   0.12154000E+04   0.1180444104788E+00   0.1593343032951E-01   0.1021109801493E+00
   104   0.12272000E+04   0.1183782255702E+00   0.1579272651435E-01   0.1025854990559E+00
   105   0.12390000E+04   0.1187119949013E+00   0.1565455835077E-01   0.1030574365505E+00
   106   0.12508000E+04   0.1190456852837E+00   0.1551885768632E-01   0.1035268275974E+00
   107   0.12626000E+04   0.1193792639796E+00   0.1538555764695E-01   0.1039937063326E+00
   108   0.12744000E+04   0.1197127040745E+00   0.1525459425554E-01   0.1044581098190E+00
   109   0.12862000E+04   0.1200459741907E+00   0.1512590624856E-01   0.1049200679422E+00
   110   0.12980000E+04   0.1203790489677E+00   0.1499943434467E-01   0.1053796146230E+00
   111   0.13098000E+04   0.1207119041988E+00   0.1487512116584E-01   0.1058367830330E+00
   112   0.13216000E+04   0.1210445116679E+00   0.1475291075681E-01   0.1062916009110E+00
   113   0.13334000E+04   0.1213768234225E+00   0.1463274941766E-01   0.1067440740049E+00
   114   0.13452000E+04   0.1217088734843E+00   0.1451458580327E-01   0.1071942876810E+00
   115   0.13570000E+04   0.1220406126156E+00   0.1439837030457E-01   0.1076422423110E+00
   116   0.13688000E+04   0.1223720196826E+00   0.1428405327173E-01   0.1080879664108E+00
   117   0.13806000E+04   0.1227030774459E+00   0.1417158954990E-01   0.1085314878960E+00
   118   0.13924000E+04   0.1230337674069E+00   0.1406093332103E-01   0.1089728340859E+00
   119   0.14042000E+04   0.1233640728641E+00   0.1395204113574E-01   0.1094120317284E+00
   120   0.14160000E+04   0.1236939765592E+00   0.1384486954099E-01   0.1098491070182E+00
   121   0.14278000E+04   0.1240234646227E+00   0.1373937901211E-01   0.1102840856105E+00
   122   0.14396000E+04   0.1243525219321E+00   0.1363552929787E-01   0.1107169926342E+00
   123   0.14514000E+04   0.1246811360750E+00   0.1353328137735E-01   0.1111478546976E+00
   124   0.14632000E+04   0.1250092914921E+00   0.1343259954813E-01   0.1115766919439E+00
   125   0.14750000E+04   0.1253369771806E+00   0.1333344593319E-01   0.1120035312474E+00
   126   0.14868000E+04   0.1256641810537E+00   0.1323578650822E-01   0.1124283945455E+00
   127   0.14986000E+04   0.1259908911378E+00   0.1313958780139E-01   0.1128513033364E+00
   128   0.15104000E+04   0.1263170990781E+00   0.1304481598888E-01   0.1132722830892E+00
   129   0.15222000E+04   0.1266427931360E+00   0.1295144017465E-01   0.1136913529614E+00
   130   0.15340000E+04   0.1269679634342E+00   0.1285942831455E-01   0.1141085351196E+00
   131   0.15458000E+04   0.1272926023649E+00   0.1276875104576E-01   0.1145238513191E+00
   132   0.15576000E+04   0.1276166986469E+00   0.1267937910839E-01   0.1149373195385E+00
   133   0.15694000E+04   0.1279402486462E+00   0.1259128429242E-01   0.1153489643537E+00
   134   0.15812000E+04   0.1282632417778E+00   0.1250443903139E-01   0.1157588027464E+00
   135   0.15930000E+04   0.1285856707118E+00   0.1241881672064E-01   0.1161668539911E+00
   136   0.16048000E+04   0.1289075293381E+00   0.1233439138535E-01   0.1165731379528E+00
   137   0.16166000E+04   0.1292288118945E+00   0.1225113775685E-01   0.1169776741376E+00
   138   0.16284000E+04   0.1295495122500E+00   0.1216903148055E-01   0.1173804807694E+00
   139   0.16402000E+04   0.1298696237169E+00   0.1208804867865E-01   0.1177815750382E+00
   140   0.16520000E+04   0.1301891418489E+00   0.1200816615695E-01   0.1181809756919E+00
   141   0.16638000E+04   0.1305080607808E+00   0.1192936148475E-01   0.1185786992961E+00
   142   0.16756000E+04   0.1308263766475E+00   0.1185161267601E-01   0.1189747639715E+00
   143   0.16874000E+04   0.1311440841931E+00   0.1177489850699E-01   0.1193691856861E+00
   144   0.16992000E+04   0.1314611801669E+00   0.1169919820085E-01   0.1197619819660E+00
   145   0.17110000E+04   0.1317776592297E+00   0.1162449102310E-01   0.1201531682066E+00
   146   0.17228000E+04   0.1320935198028E+00   0.1155075843197E-01   0.1205427613708E+00
   147   0.17346000E+04   0.1324087570615E+00   0.1147798074861E-01   0.1209307763129E+00
   148   0.17464000E+04   0.1327233683130E+00   0.1140613886212E-01   0.1213172294509E+00
   149   0.17582000E+04   0.1330373518065E+00   0.1133521555290E-01   0.1217021362536E+00
   150   0.17700000E+04   0.1333507037856E+00   0.1126519274809E-01   0.1220855110375E+00
   151   0.17818000E+04   0.1336634202562E+00   0.1119605237838E-01   0.1224673678778E+00
   152   0.17936000E+04   0.1339755019078E+00   0.1112777927175E-01   0.1228477226361E+00
   153   0.18054000E+04   0.1342869451801E+00   0.1106035626949E-01   0.1232265889106E+00
   154   0.18172000E+04   0.1345977470311E+00   0.1099376695047E-01   0.1236039800806E+00
   155   0.18290000E+04   0.1349079074796E+00   0.1092799617804E-01   0.1239799113016E+00
   156   0.18408000E+04   0.1352174249031E+00   0.1086302939314E-01   0.1243543955100E+00
   157   0.18526000E+04   0.1355262959568E+00   0.1079885052536E-01   0.1247274454315E+00
   158   0.18644000E+04   0.1358345232691E+00   0.1073544660590E-01   0.1250990766632E+00
   159   0.18762000E+04   0.1361421006591E+00   0.1067280243349E-01   0.1254692982256E+00
   160   0.18880000E+04   0.1364490319745E+00   0.1061090470202E-01   0.1258381272725E+00
   161   0.18998000E+04   0.1367553128786E+00   0.1054974043356E-01   0.1262055724451E+00
   162   0.19116000E+04   0.1370609450434E+00   0.1048929542964E-01   0.1265716496137E+00
   163   0.19234000E+04   0.1373658923785E+00   0.1042955835614E-01   0.1269363340223E+00
   164   0.19352000E+04   0.1376702224222E+00   0.1037051548931E-01   0.1272997069329E+00
   165   0.19470000E+04   0.1379739024571E+00   0.1031215523920E-01   0.1276617472179E+00
   166   0.19588000E+04   0.1382769291251E+00   0.1025446538656E-01   0.1280224637385E+00
   167   0.19706000E+04   0.1385793067237E+00   0.1019743531366E-01   0.1283818714100E+00
   168   0.19824000E+04   0.1388810312641E+00   0.1014105249889E-01   0.1287399787653E+00
   169   0.19942000E+04   0.1391821042934E+00   0.1008530627001E-01   0.1290967980234E+00
   170   0.20060000E+04   0.1394825268398E+00   0.1003018560774E-01   0.1294523412320E+00
   171   0.20178000E+04   0.1397822985428E+00   0.9975680388350E-02   0.1298066181544E+00
   172   0.20296000E+04   0.1400814178535E+00   0.9921780070011E-02   0.1301596377835E+00
   173   0.20414000E+04   0.1403798882480E+00   0.9868474238066E-02   0.1305114140099E+00
   174   0.20532000E+04   0.1406777094930E+00   0.9815753974432E-02   0.1308619555186E+00
   175   0.20650000E+04   0.1409748804908E+00   0.9763607956998E-02   0.1312112725338E+00
   176   0.20768000E+04   0.1412714027207E+00   0.9712028618952E-02   0.1315593741017E+00
   177   0.20886000E+04   0.1415672773050E+00   0.9661005059619E-02   0.1319062722454E+00
   178   0.21004000E+04   0.1418625049332E+00   0.9610529206630E-02   0.1322519757265E+00
   179   0.21122000E+04   0.1421570851240E+00   0.9560591940339E-02   0.1325964931836E+00
   180   0.21240000E+04   0.1424510205186E+00   0.9511184301204E-02   0.1329398362174E+00
   181   0.21358000E+04   0.1427443116206E+00   0.9462298417461E-02   0.1332820132032E+00
   182   0.21476000E+04   0.1430369591119E+00   0.9413925692151E-02   0.1336230334197E+00
   183   0.21594000E+04   0.1433289637304E+00   0.9366057709632E-02   0.1339629060208E+00
   184   0.21712000E+04   0.1436203267310E+00   0.9318686690363E-02   0.1343016400406E+00
   185   0.21830000E+04   0.1439110495522E+00   0.9271805161976E-02   0.1346392443902E+00
   186   0.21948000E+04   0.1442011334518E+00   0.9225405588260E-02   0.1349757278635E+00
   187   0.22066000E+04   0.1443209822440E+00   0.9179480193792E-02   0.1351415020502E+00
   188   0.22184000E+04   0.1446075515085E+00   0.9134021537355E-02   0.1354735299711E+00
   189   0.22302000E+04   0.1448934680609E+00   0.9089022916816E-02   0.1358044451441E+00
   190   0.22420000E+04   0.1451787329361E+00   0.9044477066390E-02   0.1361342558697E+00
   191   0.22538000E+04   0.1454633472064E+00   0.9000376865431E-02   0.1364629703410E+00
   192   0.22656000E+04   0.1457473132782E+00   0.8956715638011E-02   0.1367905976401E+00
   193   0.22774000E+04   0.1460306309626E+00   0.8913487202763E-02   0.1371171437599E+00
   194   0.22892000E+04   0.1463133027258E+00   0.8870685145749E-02   0.1374426175801E+00
   195   0.23010000E+04   0.1465953297297E+00   0.8828302847011E-02   0.1377670268827E+00
   196   0.23128000E+04   0.1468767142604E+00   0.8786333920692E-02   0.1380903803397E+00
   197   0.23246000E+04   0.1471574558996E+00   0.8744772333671E-02   0.1384126835660E+00
   198   0.23364000E+04   0.1474375575006E+00   0.8703612457190E-02   0.1387339450434E+00
   199   0.23482000E+04   0.1477170202844E+00   0.8662848111173E-02   0.1390541721732E+00
   200   0.23600000E+04   0.1479958477173E+00   0.8622473891454E-02   0.1393733738258E+00
   201   0.23718000E+04   0.1482740382935E+00   0.8582484198759E-02   0.1396915540948E+00
   202   0.23836000E+04   0.1485515950664E+00   0.8542873386305E-02   0.1400087216801E+00
   203   0.23954000E+04   0.1488285203337E+00   0.8503635739832E-02   0.1403248845938E+00
   204   0.24072000E+04   0.1491048138936E+00   0.8464766036098E-02   0.1406400478575E+00
   205   0.24190000E+04   0.1493804796822E+00   0.8426259400270E-02   0.1409542202819E+00
   206   0.24308000E+04   0.1496555170922E+00   0.8388110360847E-02   0.1412674067313E+00
   207   0.24426000E+04   0.1499299291903E+00   0.8350314303177E-02   0.1415796148872E+00
   208   0.24544000E+04   0.1502037188619E+00   0.8312865949604E-02   0.1418908529123E+00
   209   0.24662000E+04   0.1504768850959E+00   0.8275760797178E-02   0.1422011242987E+00
   210   0.24780000E+04   0.1507494317620E+00   0.8238993751710E-02   0.1425104380103E+00
   211   0.24898000E+04   0.1510213600497E+00   0.8202560553960E-02   0.1428187994957E+00
   212   0.25016000E+04   0.1512926708220E+00   0.8166456686383E-02   0.1431262141356E+00
   213   0.25134000E+04   0.1515633659217E+00   0.8130676783573E-02   0.1434326891381E+00
   214   0.25252000E+04   0.1518334499243E+00   0.8095217729268E-02   0.1437382321950E+00
   215   0.25370000E+04   0.1521029203235E+00   0.8060073924281E-02   0.1440428463992E+00
   216   0.25488000E+04   0.1523717825886E+00   0.8025242345606E-02   0.1443465402430E+00
   217   0.25606000E+04   0.1526400364275E+00   0.7990717666149E-02   0.1446493187614E+00
   218   0.25724000E+04   0.1529076854286E+00   0.7956497007351E-02   0.1449511884213E+00
   219   0.25842000E+04   0.1531747280932E+00   0.7922575084394E-02   0.1452521530088E+00
   220   0.25960000E+04   0.1534411699406E+00   0.7888949212139E-02   0.1455522207285E+00
   221   0.26078000E+04   0.1537070106083E+00   0.7855614250866E-02   0.1458513963574E+00
   222   0.26196000E+04   0.1539722522322E+00   0.7822567614806E-02   0.1461496846173E+00
   223   0.26314000E+04   0.1542368978737E+00   0.7789804369816E-02   0.1464470935038E+00
   224   0.26432000E+04   0.1545009481719E+00   0.7757321668385E-02   0.1467436265035E+00
   225   0.26550000E+04   0.1547644054487E+00   0.7725115812793E-02   0.1470392896359E+00
   226   0.26668000E+04   0.1550272702936E+00   0.7693182905915E-02   0.1473340873877E+00
   227   0.26786000E+04   0.1552895473262E+00   0.7661519832634E-02   0.1476280274935E+00
   228   0.26904000E+04   0.1555512360390E+00   0.7630122816748E-02   0.1479211132223E+00
   229   0.27022000E+04   0.1558123391498E+00   0.7598988793595E-02   0.1482133503562E+00
   230   0.27140000E+04   0.1560728572982E+00   0.7568114135595E-02   0.1485047431626E+00
   231   0.27258000E+04   0.1563327950192E+00   0.7537495891669E-02   0.1487952991275E+00
   232   0.27376000E+04   0.1565921518063E+00   0.7507130490762E-02   0.1490850213155E+00
   233   0.27494000E+04   0.1568509300994E+00   0.7477014810913E-02   0.1493739152884E+00
   234   0.27612000E+04   0.1571091324787E+00   0.7447145931433E-02   0.1496619865472E+00
   235   0.27730000E+04   0.1573667603272E+00   0.7417521409323E-02   0.1499492389179E+00
   236   0.27848000E+04   0.1576238148261E+00   0.7388137025486E-02   0.1502356778006E+00
   237   0.27966000E+04   0.1578802992117E+00   0.7358990670357E-02   0.1505213085414E+00
   238   0.28084000E+04   0.1581362132916E+00   0.7330079363993E-02   0.1508061339276E+00
   239   0.28202000E+04   0.1583915618051E+00   0.7301399915860E-02   0.1510901618893E+00
   240   0.28320000E+04   0.1586463430264E+00   0.7272949509357E-02   0.1513733935170E+00
   241   0.28438000E+04   0.1589005628114E+00   0.7244726178154E-02   0.1516558366333E+00
   242   0.28556000E+04   0.1591542207281E+00   0.7216725995111E-02   0.1519374947330E+00
   243   0.28674000E+04   0.1594073170703E+00   0.7188946859953E-02   0.1522183702103E+00
   244   0.28792000E+04   0.1596598571617E+00   0.7161386429225E-02   0.1524984707325E+00
   245   0.28910000E+04   0.1599118416683E+00   0.7134042004446E-02   0.1527777996638E+00
   246   0.29028000E+04   0.1601632700153E+00   0.7106910737118E-02   0.1530563592782E+00
   247   0.29146000E+04   0.1604141471334E+00   0.7079990044396E-02   0.1533341570891E+00
   248   0.29264000E+04   0.1606644740186E+00   0.7053277681070E-02   0.1536111963375E+00
   249   0.29382000E+04   0.1609142520171E+00   0.7026771436770E-02   0.1538874805803E+00
   250   0.29500000E+04   0.1611634827053E+00   0.7000468843990E-02   0.1541630138613E+00
   251   0.29618000E+04   0.1614121680802E+00   0.6974367200250E-02   0.1544378008799E+00
   252   0.29736000E+04   0.1616603105104E+00   0.6948464215072E-02   0.1547118462954E+00
   253   0.29854000E+04   0.1619079109319E+00   0.6922757774912E-02   0.1549851531570E+00
   254   0.29972000E+04   0.1621549718919E+00   0.6897245849378E-02   0.1552577260425E+00
   255   0.30090000E+04   0.1624014956375E+00   0.6871926150978E-02   0.1555295694865E+00
   256   0.30208000E+04   0.1626474834984E+00   0.6846796206803E-02   0.1558006872916E+00
   257   0.30326000E+04   0.1628929365033E+00   0.6821853795719E-02   0.1560710827076E+00
   258   0.30444000E+04   0.1631378564890E+00   0.6797097021731E-02   0.1563407594673E+00
   259   0.30562000E+04   0.1633822459400E+00   0.6772523986951E-02   0.1566097219531E+00
   260   0.30680000E+04   0.1636261071400E+00   0.6748132630352E-02   0.1568779745097E+00
   261   0.30798000E+04   0.1638694405103E+00   0.6723920607959E-02   0.1571455199024E+00
   262   0.30916000E+04   0.1641122496215E+00   0.6699885854464E-02   0.1574123637670E+00
   263   0.31034000E+04   0.1643545336915E+00   0.6676026595068E-02   0.1576785070964E+00
   264   0.31152000E+04   0.1645962961238E+00   0.6652341176389E-02   0.1579439549475E+00
   265   0.31270000E+04   0.1648375387127E+00   0.6628827230077E-02   0.1582087114826E+00
   266   0.31388000E+04   0.1650782632453E+00   0.6605483094146E-02   0.1584727801512E+00
   267   0.31506000E+04   0.1653184709976E+00   0.6582307133538E-02   0.1587361638640E+00
   268   0.31624000E+04   0.1655581634657E+00   0.6559297455714E-02   0.1589988660100E+00
   269   0.31742000E+04   0.1657972750046E+00   0.6536451977651E-02   0.1592608230270E+00
   270   0.31860000E+04   0.1660359425000E+00   0.6513768499028E-02   0.1595221740010E+00
   271   0.31978000E+04   0.1662741012839E+00   0.6491246560253E-02   0.1597828547237E+00
   272   0.32096000E+04   0.1665117514905E+00   0.6468883538795E-02   0.1600428679517E+00
   273   0.32214000E+04   0.1667488955207E+00   0.6446677765073E-02   0.1603022177556E+00
   274   0.32332000E+04   0.1669855345656E+00   0.6424627732038E-02   0.1605609068335E+00
   275   0.32450000E+04   0.1672216703652E+00   0.6402732006217E-02   0.1608189383590E+00
   276   0.32568000E+04   0.1674573060087E+00   0.6380988538662E-02   0.1610763174701E+00
   277   0.32686000E+04   0.1676924407252E+00   0.6359395938790E-02   0.1613330447864E+00
   278   0.32804000E+04   0.1679270777299E+00   0.6337952839780E-02   0.1615891248901E+00
   279   0.32922000E+04   0.1681612187626E+00   0.6316657264025E-02   0.1618445614985E+00
   280   0.33040000E+04   0.1683948654924E+00   0.6295507854865E-02   0.1620993576376E+00
   281   0.33158000E+04   0.1686280191845E+00   0.6274503369054E-02   0.1623535158155E+00
   282   0.33276000E+04   0.1688606816956E+00   0.6253641866288E-02   0.1626070398293E+00
   283   0.33394000E+04   0.1690928542149E+00   0.6232922081256E-02   0.1628599321336E+00
   284   0.33512000E+04   0.1693245392413E+00   0.6212342771047E-02   0.1631121964703E+00
   285   0.33630000E+04   0.1695557373315E+00   0.6191902088515E-02   0.1633638352430E+00
   286   0.33748000E+04   0.1697864509345E+00   0.6171598796400E-02   0.1636148521381E+00
   287   0.33866000E+04   0.1700166812809E+00   0.6151431769492E-02   0.1638652495114E+00
   288   0.33984000E+04   0.1702464301865E+00   0.6131399190370E-02   0.1641150309961E+00
   289   0.34102000E+04   0.1704756988053E+00   0.6111499907543E-02   0.1643641988978E+00
   290   0.34220000E+04   0.1707044887791E+00   0.6091732790790E-02   0.1646127559883E+00
